pull_request,creator,creator_type,reviewer,reviewer_type,is_equal
11013,alexeykuzmin,Externals,MarshallOfSound,Externals,No
11009,felixrieseberg,Externals,MarshallOfSound,Externals,No
11008,tarruda,Externals,ckerr,Internals,No
11007,felixrieseberg,Externals,codebytere,Internals,No
11005,ckerr,Internals,MarshallOfSound,Externals,No
11004,poiru,Externals,MarshallOfSound,Externals,No
11001,vanessayuenn,Internals,vanessayuenn,Internals,Yes
11000,sdj01044,Externals,zeke,Internals,No
10997,xxczaki,Externals,ckerr,Internals,No
10995,ckerr,Internals,codebytere,Internals,No
10992,codebytere,Internals,codebytere,Internals,Yes
10990,alexeykuzmin,Externals,jkleinsc,Internals,No
10989,alexeykuzmin,Externals,codebytere,Internals,No
10987,codebytere,Internals,codebytere,Internals,Yes
10977,alexeykuzmin,Externals,codebytere,Internals,No
10974,codebytere,Internals,codebytere,Internals,Yes
10972,felixrieseberg,Externals,ckerr,Internals,No
10954,felixrieseberg,Externals,MarshallOfSound,Externals,No
10953,felixrieseberg,Externals,jkleinsc,Internals,No
10945,codebytere,Internals,codebytere,Internals,Yes
10944,MarshallOfSound,Externals,MarshallOfSound,Externals,Yes
10943,MarshallOfSound,Externals,MarshallOfSound,Externals,Yes
10942,codebytere,Internals,codebytere,Internals,Yes
10941,codebytere,Internals,codebytere,Internals,Yes
10938,codebytere,Internals,codebytere,Internals,Yes
10936,robinwassen,Externals,zcbenz,Internals,No
10923,jkleinsc,Internals,ckerr,Internals,No
10922,Siilwyn,Externals,jkleinsc,Internals,No
10918,pfrazee,Externals,zcbenz,Internals,No
10912,Ajeey,Externals,zcbenz,Internals,No
10911,codebytere,Internals,codebytere,Internals,Yes
10909,codebytere,Internals,codebytere,Internals,Yes
10902,mattlyons0,Externals,ckerr,Internals,No
10900,felixrieseberg,Externals,felixrieseberg,Externals,Yes
10899,jkleinsc,Internals,jkleinsc,Internals,Yes
10898,jkleinsc,Internals,ckerr,Internals,No
10896,codebytere,Internals,codebytere,Internals,Yes
10893,mxschmitt,Externals,jkleinsc,Internals,No
10890,demopark,Externals,codebytere,Internals,No
10889,mgc,Externals,jkleinsc,Internals,No
10888,codebytere,Internals,codebytere,Internals,Yes
10874,Toinane,Externals,zeke,Internals,No
10873,ahmedmohamedali,Externals,jkleinsc,Internals,No
10856,dittos,Externals,zcbenz,Internals,No
10839,qazbnm456,Externals,zeke,Internals,No
10834,Vehemos,Externals,jkleinsc,Internals,No
10829,zombieleet,Externals,jkleinsc,Internals,No
10827,jkleinsc,Internals,jkleinsc,Internals,Yes
10825,vanessayuenn,Internals,zeke,Internals,No
10812,alespergl,Externals,zcbenz,Internals,No
10810,qazbnm456,Externals,jkleinsc,Internals,No
10804,robinwassen,Externals,zcbenz,Internals,No
10795,samthomson,Externals,zeke,Internals,No
10793,ahmedmohamedali,Externals,zcbenz,Internals,No
10777,revi,Externals,zeke,Internals,No
10773,jeroenvisser101,Externals,MarshallOfSound,Externals,No
10762,nuriu,Externals,codebytere,Internals,No
10759,jkleinsc,Internals,jkleinsc,Internals,Yes
10758,felixrieseberg,Externals,felixrieseberg,Externals,Yes
10756,jkleinsc,Internals,jkleinsc,Internals,Yes
10749,demopark,Externals,vanessayuenn,Internals,No
10748,demopark,Externals,vanessayuenn,Internals,No
10746,poiru,Externals,poiru,Externals,Yes
10744,robinwassen,Externals,jkleinsc,Internals,No
10743,jkleinsc,Internals,jkleinsc,Internals,Yes
10740,demopark,Externals,vanessayuenn,Internals,No
10731,excfergodst,Externals,zeke,Internals,No
10730,excfergodst,Externals,zeke,Internals,No
10728,excfergodst,Externals,zeke,Internals,No
10727,MarshallOfSound,Externals,MarshallOfSound,Externals,Yes
10725,MarshallOfSound,Externals,MarshallOfSound,Externals,Yes
10719,yunzhenhuan,Externals,zeke,Internals,No
10715,alespergl,Externals,zeke,Internals,No
10713,felixrieseberg,Externals,felixrieseberg,Externals,Yes
10712,codebytere,Internals,zeke,Internals,No
10711,yuya-oc,Externals,zcbenz,Internals,No
10709,MarshallOfSound,Externals,zcbenz,Internals,No
10708,felixrieseberg,Externals,felixrieseberg,Externals,Yes
10696,primalmotion,Externals,jkleinsc,Internals,No
10694,zcbenz,Internals,jkleinsc,Internals,No
10693,makerGeek,Externals,zcbenz,Internals,No
10690,jkleinsc,Internals,jkleinsc,Internals,Yes
10688,jkleinsc,Internals,jkleinsc,Internals,Yes
10687,jkleinsc,Internals,jkleinsc,Internals,Yes
10683,jkleinsc,Internals,jkleinsc,Internals,Yes
10681,fplucas,Externals,zeke,Internals,No
10680,felixrieseberg,Externals,felixrieseberg,Externals,Yes
10677,rhysd,Externals,jkleinsc,Internals,No
10676,qazbnm456,Externals,zcbenz,Internals,No
10670,codebytere,Internals,codebytere,Internals,Yes
10667,dittos,Externals,zcbenz,Internals,No
10661,felixrieseberg,Externals,felixrieseberg,Externals,Yes
10660,codebytere,Internals,codebytere,Internals,Yes
10647,jkleinsc,Internals,jkleinsc,Internals,Yes
10644,jkleinsc,Internals,jkleinsc,Internals,Yes
10643,jkleinsc,Internals,jkleinsc,Internals,Yes
10639,enlight,Externals,jkleinsc,Internals,No
10633,codebytere,Internals,codebytere,Internals,Yes
10631,poiru,Externals,poiru,Externals,Yes
10630,poiru,Externals,poiru,Externals,Yes
10628,poiru,Externals,poiru,Externals,Yes
10627,felixrieseberg,Externals,felixrieseberg,Externals,Yes
10620,zcbenz,Internals,zcbenz,Internals,Yes
10618,codebytere,Internals,codebytere,Internals,Yes
10614,zcbenz,Internals,zeke,Internals,No
10612,felixrieseberg,Externals,zeke,Internals,No
10611,felixrieseberg,Externals,felixrieseberg,Externals,Yes
10609,alespergl,Externals,zcbenz,Internals,No
10602,zcbenz,Internals,zcbenz,Internals,Yes
10592,zeke,Internals,zeke,Internals,Yes
10591,zeke,Internals,jkleinsc,Internals,No
10587,jkleinsc,Internals,jkleinsc,Internals,Yes
10586,MarshallOfSound,Externals,jkleinsc,Internals,No
10585,jkleinsc,Internals,jkleinsc,Internals,Yes
10573,zeke,Internals,zeke,Internals,Yes
10558,Tyriar,Externals,zeke,Internals,No
10555,zeke,Internals,zeke,Internals,Yes
10552,codebytere,Internals,codebytere,Internals,Yes
10550,ColMugX,Externals,zeke,Internals,No
10542,EthianWong,Externals,zeke,Internals,No
10540,bpasero,Externals,MarshallOfSound,Externals,No
10537,qazbnm456,Externals,jkleinsc,Internals,No
10534,robbix1206,Externals,jkleinsc,Internals,No
10520,Alex-D,Externals,zcbenz,Internals,No
10518,MarshallOfSound,Externals,MarshallOfSound,Externals,Yes
10517,yuya-oc,Externals,alespergl,Externals,No
10516,alespergl,Externals,zcbenz,Internals,No
10514,zcbenz,Internals,zcbenz,Internals,Yes
10510,brenca,Externals,zcbenz,Internals,No
10509,kewde,Externals,miniak,Internals,No
10508,danielma,Externals,zcbenz,Internals,No
10505,qazbnm456,Externals,zeke,Internals,No
10502,jkleinsc,Internals,jkleinsc,Internals,Yes
10499,miniak,Internals,miniak,Internals,Yes
10497,Toinane,Externals,zeke,Internals,No
10492,zcbenz,Internals,zcbenz,Internals,Yes
10487,Toinane,Externals,zeke,Internals,No
10483,jublo,Externals,poiru,Externals,No
10481,John2143,Externals,zeke,Internals,No
10472,lucaslopes,Externals,zeke,Internals,No
10469,poiru,Externals,poiru,Externals,Yes
10454,MarshallOfSound,Externals,zeke,Internals,No
10453,bpasero,Externals,MarshallOfSound,Externals,No
10450,jkleinsc,Internals,jkleinsc,Internals,Yes
10430,MarshallOfSound,Externals,zcbenz,Internals,No
10429,qazbnm456,Externals,zcbenz,Internals,No
10403,vanessayuenn,Internals,jkleinsc,Internals,No
10396,alespergl,Externals,zcbenz,Internals,No
10395,alespergl,Externals,zcbenz,Internals,No
10394,zcbenz,Internals,zcbenz,Internals,Yes
10393,j3l11234,Externals,zcbenz,Internals,No
10390,jkleinsc,Internals,jkleinsc,Internals,Yes
10389,zeke,Internals,zeke,Internals,Yes
10380,MarshallOfSound,Externals,zeke,Internals,No
10377,zcbenz,Internals,jkleinsc,Internals,No
10375,felixrieseberg,Externals,jkleinsc,Internals,No
10374,felixrieseberg,Externals,jkleinsc,Internals,No
10366,syohex,Externals,zcbenz,Internals,No
10365,alespergl,Externals,jkleinsc,Internals,No
10361,sbannigan,Externals,zcbenz,Internals,No
10356,vanessayuenn,Internals,zeke,Internals,No
10355,owais,Externals,zcbenz,Internals,No
10344,jkleinsc,Internals,jkleinsc,Internals,Yes
10336,zeke,Internals,zeke,Internals,Yes
10333,zeke,Internals,jkleinsc,Internals,No
10328,zeke,Internals,zeke,Internals,Yes
10326,develar,Externals,zeke,Internals,No
10321,kaylanm,Externals,zcbenz,Internals,No
10318,zcbenz,Internals,zcbenz,Internals,Yes
10308,zcbenz,Internals,zcbenz,Internals,Yes
10307,liusy182,Externals,zcbenz,Internals,No
10306,lisurc,Externals,zeke,Internals,No
10305,ivmirx,Externals,zcbenz,Internals,No
10304,kyo-ago,Externals,zeke,Internals,No
10303,MathieuDebit,Externals,vanessayuenn,Internals,No
10298,joshaber,Internals,zcbenz,Internals,No
10293,CharlieHess,Externals,CharlieHess,Externals,Yes
10289,zcbenz,Internals,zcbenz,Internals,Yes
10283,vanessayuenn,Internals,vanessayuenn,Internals,Yes
10280,alexeykuzmin,Externals,zcbenz,Internals,No
10279,alexeykuzmin,Externals,zcbenz,Internals,No
10277,alespergl,Externals,zcbenz,Internals,No
10275,juturu,Externals,MarshallOfSound,Externals,No
10273,rhysd,Externals,zcbenz,Internals,No
10271,kaylanm,Externals,zcbenz,Internals,No
10266,zeke,Internals,zeke,Internals,Yes
10264,tarruda,Externals,zcbenz,Internals,No
10254,zachflower,Externals,zcbenz,Internals,No
10253,tarruda,Externals,zcbenz,Internals,No
10251,leo,Externals,zeke,Internals,No
10250,zeke,Internals,zeke,Internals,Yes
10246,zeke,Internals,jkleinsc,Internals,No
10232,felixrieseberg,Externals,MarshallOfSound,Externals,No
10230,zeke,Internals,jkleinsc,Internals,No
10225,zeke,Internals,zeke,Internals,Yes
10223,ajmacd,Externals,zcbenz,Internals,No
10219,HAMIDx9,Externals,zcbenz,Internals,No
10215,alexeykuzmin,Externals,zeke,Internals,No
10214,psh0628,Externals,zeke,Internals,No
10213,alexeykuzmin,Externals,codebytere,Internals,No
10209,jkleinsc,Internals,jkleinsc,Internals,Yes
10204,zcbenz,Internals,jkleinsc,Internals,No
10191,codebytere,Internals,zeke,Internals,No
10190,zeke,Internals,zeke,Internals,Yes
10183,andens,Externals,zcbenz,Internals,No
10181,kevinsawicki,Internals,jkleinsc,Internals,No
10175,zcbenz,Internals,zcbenz,Internals,Yes
10173,zeke,Internals,vanessayuenn,Internals,No
10172,vanessayuenn,Internals,vanessayuenn,Internals,Yes
10166,zeke,Internals,jkleinsc,Internals,No
10164,jkleinsc,Internals,zeke,Internals,No
10162,zcbenz,Internals,zcbenz,Internals,Yes
10161,zcbenz,Internals,zcbenz,Internals,Yes
10160,liusy182,Externals,jkleinsc,Internals,No
10157,runinspring,Externals,vanessayuenn,Internals,No
10148,jkleinsc,Internals,zcbenz,Internals,No
10143,alespergl,Externals,alespergl,Externals,Yes
10142,MarshallOfSound,Externals,jkleinsc,Internals,No
10138,zeke,Internals,jkleinsc,Internals,No
10133,MarshallOfSound,Externals,zeke,Internals,No
10131,alopix,Externals,zeke,Internals,No
10127,zeke,Internals,zeke,Internals,Yes
10126,jkleinsc,Internals,jkleinsc,Internals,Yes
10125,codebytere,Internals,codebytere,Internals,Yes
10116,zeke,Internals,jkleinsc,Internals,No
10113,lsegal,Externals,zeke,Internals,No
10103,fab1an,Externals,zeke,Internals,No
10099,zcbenz,Internals,zcbenz,Internals,Yes
10097,liusy182,Externals,poiru,Externals,No
10085,zeke,Internals,zeke,Internals,Yes
10081,renaesop,Externals,zcbenz,Internals,No
10076,alexstrat,Externals,zcbenz,Internals,No
10075,alexstrat,Externals,zcbenz,Internals,No
10071,joshaber,Internals,kevinsawicki,Internals,No
10070,zcbenz,Internals,zcbenz,Internals,Yes
10062,joe-re,Externals,zeke,Internals,No
10058,zeke,Internals,zeke,Internals,Yes
10053,alespergl,Externals,alespergl,Externals,Yes
10052,poiru,Externals,zcbenz,Internals,No
10050,kevinsawicki,Internals,kevinsawicki,Internals,Yes
10049,zeke,Internals,kevinsawicki,Internals,No
10048,kevinsawicki,Internals,kevinsawicki,Internals,Yes
10046,omerfarukozdemir,Externals,kevinsawicki,Internals,No
10015,kevinsawicki,Internals,kevinsawicki,Internals,Yes
10008,qazbnm456,Externals,kevinsawicki,Internals,No
10004,TiagoDanin,Externals,zeke,Internals,No
10003,poiru,Externals,poiru,Externals,Yes
9992,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9991,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9989,zeke,Internals,zeke,Internals,Yes
9988,kant2002,Externals,zeke,Internals,No
9983,juturu,Externals,kevinsawicki,Internals,No
9975,wayne-kim,Externals,zcbenz,Internals,No
9974,wan-qy,Externals,zeke,Internals,No
9972,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9967,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9964,Raul6469,Externals,zeke,Internals,No
9963,wayne-kim,Externals,kevinsawicki,Internals,No
9962,ferreus,Externals,zcbenz,Internals,No
9961,MarshallOfSound,Externals,zcbenz,Internals,No
9959,zeke,Internals,kevinsawicki,Internals,No
9953,alexstrat,Externals,kevinsawicki,Internals,No
9951,alexstrat,Externals,zcbenz,Internals,No
9950,alexstrat,Externals,zcbenz,Internals,No
9947,njbmartin,Externals,kevinsawicki,Internals,No
9946,alexeykuzmin,Externals,jkleinsc,Internals,No
9934,alespergl,Externals,alespergl,Externals,Yes
9931,fasterthanlime,Externals,kevinsawicki,Internals,No
9929,alexeykuzmin,Externals,kevinsawicki,Internals,No
9918,alexstrat,Externals,jkleinsc,Internals,No
9903,miniak,Internals,miniak,Internals,Yes
9899,alespergl,Externals,alespergl,Externals,Yes
9896,ferreus,Externals,zcbenz,Internals,No
9892,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9883,zeke,Internals,kevinsawicki,Internals,No
9881,zeke,Internals,kevinsawicki,Internals,No
9870,zeke,Internals,kevinsawicki,Internals,No
9869,rafaelnobrepd,Externals,zcbenz,Internals,No
9867,kevinsawicki,Internals,alespergl,Externals,No
9857,alexeykuzmin,Externals,kevinsawicki,Internals,No
9856,paulcbetts,Externals,kevinsawicki,Internals,No
9855,paulcbetts,Externals,kevinsawicki,Internals,No
9853,zeke,Internals,kevinsawicki,Internals,No
9852,poiru,Externals,kevinsawicki,Internals,No
9847,timfish,Externals,kevinsawicki,Internals,No
9837,MarshallOfSound,Externals,kevinsawicki,Internals,No
9834,shubham2892,Externals,kevinsawicki,Internals,No
9828,poiru,Externals,kevinsawicki,Internals,No
9826,ccnokes,Externals,poiru,Externals,No
9824,jkleinsc,Internals,zcbenz,Internals,No
9819,ferreus,Externals,zcbenz,Internals,No
9814,shubham2892,Externals,vanessayuenn,Internals,No
9808,Gryff,Externals,kevinsawicki,Internals,No
9801,zeke,Internals,kevinsawicki,Internals,No
9800,zeke,Internals,zeke,Internals,Yes
9798,tonyganch,Externals,poiru,Externals,No
9788,shubham2892,Externals,kevinsawicki,Internals,No
9784,calmandniceperson,Externals,kevinsawicki,Internals,No
9782,jotafeldmann,Externals,kevinsawicki,Internals,No
9778,lepinay,Externals,kevinsawicki,Internals,No
9772,zeke,Internals,kevinsawicki,Internals,No
9769,kevinsawicki,Internals,zeke,Internals,No
9768,zeke,Internals,kevinsawicki,Internals,No
9767,poiru,Externals,kevinsawicki,Internals,No
9764,alespergl,Externals,alespergl,Externals,Yes
9760,shubham2892,Externals,kevinsawicki,Internals,No
9755,Nirmal4G,Externals,kevinsawicki,Internals,No
9754,t-hofmann,Externals,kevinsawicki,Internals,No
9751,zeke,Internals,kevinsawicki,Internals,No
9750,MarshallOfSound,Externals,zeke,Internals,No
9745,yuya-oc,Externals,kevinsawicki,Internals,No
9743,MarshallOfSound,Externals,kevinsawicki,Internals,No
9741,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9739,deepak1556,Externals,kevinsawicki,Internals,No
9738,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9733,qazbnm456,Externals,vanessayuenn,Internals,No
9725,danielma,Externals,zcbenz,Internals,No
9724,zeke,Internals,zeke,Internals,Yes
9721,brianfajardo,Externals,vanessayuenn,Internals,No
9716,dakira,Externals,vanessayuenn,Internals,No
9706,KagamiChan,Externals,kevinsawicki,Internals,No
9704,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9703,MarshallOfSound,Externals,kevinsawicki,Internals,No
9700,brenca,Externals,zcbenz,Internals,No
9695,shubham2892,Externals,kevinsawicki,Internals,No
9694,yuit,Externals,kevinsawicki,Internals,No
9687,poiru,Externals,kevinsawicki,Internals,No
9686,awaigand,Externals,kevinsawicki,Internals,No
9682,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9674,deepak1556,Externals,kevinsawicki,Internals,No
9667,solinium,Externals,kevinsawicki,Internals,No
9657,MarshallOfSound,Externals,kevinsawicki,Internals,No
9645,dharders,Externals,kevinsawicki,Internals,No
9644,juturu,Externals,kevinsawicki,Internals,No
9640,zeke,Internals,zeke,Internals,Yes
9636,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9634,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9630,cifratila,Externals,kevinsawicki,Internals,No
9627,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9623,miniak,Internals,kevinsawicki,Internals,No
9615,iamsingla9,Externals,kevinsawicki,Internals,No
9610,shubham2892,Externals,kevinsawicki,Internals,No
9603,kevinsawicki,Internals,zcbenz,Internals,No
9602,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9599,CharlieHess,Externals,zeke,Internals,No
9597,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9596,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9592,poiru,Externals,poiru,Externals,Yes
9591,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9590,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9589,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9588,poiru,Externals,kevinsawicki,Internals,No
9586,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9582,EnterTheNameHere,Externals,kevinsawicki,Internals,No
9580,iamsingla9,Externals,kevinsawicki,Internals,No
9579,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9572,shubham2892,Externals,kevinsawicki,Internals,No
9570,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9568,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9564,rreimann,Externals,kevinsawicki,Internals,No
9557,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9554,javan,Externals,kevinsawicki,Internals,No
9551,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9547,zcbenz,Internals,zcbenz,Internals,Yes
9544,kyokutyo,Externals,kevinsawicki,Internals,No
9540,RevoluPowered,Externals,kevinsawicki,Internals,No
9535,brenca,Externals,zcbenz,Internals,No
9527,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9519,zcbenz,Internals,zcbenz,Internals,Yes
9518,TingPing,Externals,kevinsawicki,Internals,No
9516,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9514,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9513,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9508,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9507,rreimann,Externals,kevinsawicki,Internals,No
9505,tarruda,Externals,kevinsawicki,Internals,No
9499,kevinsawicki,Internals,kevinsawicki,Internals,Yes
9491,iamkun,Externals,kevinsawicki,Internals,No
9489,paulinaika,Externals,kevinsawicki,Internals,No
9486,juturu,Externals,kevinsawicki,Internals,No
