pull_request,number_of_commits,number_of_comments,number_of_reviews,user_type,user_login,merged_at,number_of_additions,number_of_deletions,number_of_files_changed
2562,1,0,0,Employees,ttaylorr,2017-09-08T20:39:38Z,2,2,1
2559,1,0,0,Employees,ttaylorr,2017-09-07T20:38:20Z,21,2,1
2558,1,0,0,Employees,ttaylorr,2017-09-07T20:38:10Z,145,1,4
2554,5,0,0,Employees,ttaylorr,2017-09-12T19:47:24Z,380,72,17
2553,10,0,0,Employees,ttaylorr,2017-09-12T19:47:10Z,1604,32,20
2552,3,0,0,Employees,ttaylorr,2017-09-12T19:46:57Z,291,4,4
2551,2,0,0,Employees,ttaylorr,2017-09-12T19:46:41Z,189,0,4
2550,3,0,0,Employees,ttaylorr,2017-09-12T19:46:24Z,217,0,6
2546,2,0,0,Volunteers,larsxschneider,2017-09-05T17:31:29Z,2,2,2
2541,6,0,2,Employees,ttaylorr,2017-09-07T20:47:18Z,399,12,9
2540,2,0,7,Volunteers,larsxschneider,2017-08-31T02:02:26Z,41,4,4
2539,1,0,0,Volunteers,larsxschneider,2017-08-29T22:22:16Z,0,4,1
2538,5,0,0,Employees,ttaylorr,2017-08-30T18:29:17Z,112,30,15
2537,2,0,0,Employees,ttaylorr,2017-08-30T16:45:42Z,23,11,4
2536,1,0,0,Employees,ttaylorr,2017-08-30T16:45:27Z,6,0,1
2535,1,0,0,Employees,ttaylorr,2017-08-30T16:45:18Z,24,6,2
2531,1,0,0,Volunteers,larsxschneider,2017-08-26T17:42:29Z,11,12,2
2530,1,1,0,Employees,ttaylorr,2017-08-28T21:38:08Z,8,6,1
2529,4,0,0,Employees,ttaylorr,2017-08-30T16:45:09Z,18,5,5
2528,3,1,0,Employees,ttaylorr,2017-08-30T16:57:13Z,76,24,7
2526,7,10,5,Employees,ttaylorr,2017-08-30T16:44:40Z,46,13,8
2525,2,0,0,Employees,ttaylorr,2017-08-25T15:49:38Z,42,9,3
2524,1,2,0,Employees,ttaylorr,2017-08-25T15:48:56Z,0,14,2
2516,15,9,10,Employees,ttaylorr,2017-09-13T21:27:38Z,1659,390,85
2515,2,0,0,Employees,ttaylorr,2017-08-18T16:06:27Z,48,48,10
2514,4,0,0,Employees,ttaylorr,2017-09-07T20:37:44Z,787,307,50
2511,20,18,27,Employees,ttaylorr,2017-08-24T22:28:17Z,687,328,51
2510,5,1,5,Employees,ttaylorr,2017-08-16T15:49:53Z,62,51,19
2509,1,0,0,Volunteers,andyneff,2017-08-14T20:40:16Z,1,0,1
2508,1,0,0,Employees,ttaylorr,2017-08-14T20:23:31Z,2,2,2
2507,1,1,0,Employees,ttaylorr,2017-08-15T15:50:39Z,1,2,1
2506,1,2,0,Employees,ttaylorr,2017-08-14T20:23:20Z,3,3,3
2505,4,0,0,Employees,ttaylorr,2017-08-11T20:37:38Z,52,3,5
2502,3,0,0,Employees,ttaylorr,2017-08-11T16:20:19Z,48,1,4
2501,4,0,0,Employees,ttaylorr,2017-08-10T23:35:14Z,12,1558,32
2500,10,1,0,Employees,ttaylorr,2017-08-11T18:11:42Z,336,1559,42
2499,1,2,1,Volunteers,aleb,2017-08-10T16:14:04Z,8,0,2
2495,2,0,0,Employees,ttaylorr,2017-08-10T15:39:31Z,109,68,10
2493,1,0,0,Employees,ttaylorr,2017-08-09T20:59:58Z,13,0,1
2488,1,0,0,Employees,ttaylorr,2017-08-09T16:21:10Z,32,1,2
2485,13,0,0,Employees,ttaylorr,2017-08-08T21:11:53Z,233,50,14
2483,3,0,0,Employees,ttaylorr,2017-08-07T20:52:25Z,83,27,3
2476,2,0,0,Employees,ttaylorr,2017-08-04T17:12:52Z,97,18,2
2475,1,0,0,Employees,ttaylorr,2017-08-03T17:58:01Z,12,3,1
2471,1,0,0,Employees,ttaylorr,2017-08-04T15:10:28Z,16,0,2
2470,3,0,6,Employees,ttaylorr,2017-08-03T19:50:47Z,27,4,4
2469,1,0,0,Employees,ttaylorr,2017-08-03T20:23:15Z,15,14,4
2468,4,0,4,Employees,ttaylorr,2017-08-03T22:36:19Z,42,14,7
2467,1,0,0,Employees,ttaylorr,2017-08-04T15:10:45Z,8,0,2
2465,4,0,0,Employees,ttaylorr,2017-08-01T20:47:19Z,22,3,5
2463,1,0,0,Employees,ttaylorr,2017-07-31T21:54:14Z,26,0,2
2462,2,0,0,Employees,ttaylorr,2017-07-31T21:00:31Z,16,7,2
2461,1,0,0,Employees,ttaylorr,2017-07-31T21:00:24Z,83,171,10
2460,3,0,0,Employees,ttaylorr,2017-07-31T19:24:05Z,27,22,5
2459,3,0,0,Employees,ttaylorr,2017-07-31T19:24:14Z,76,45,8
2458,1,0,0,Employees,ttaylorr,2017-07-31T19:29:17Z,4,0,1
2457,1,0,0,Employees,ttaylorr,2017-07-31T18:53:58Z,9,0,2
2455,2,0,0,Employees,ttaylorr,2017-07-31T18:49:05Z,33,2,4
2453,12,4,15,Volunteers,larsxschneider,2017-08-24T20:24:40Z,233,175,23
2449,1,0,0,Volunteers,mathstuf,2017-07-31T18:53:32Z,3,0,1
2443,1,1,0,Volunteers,rudineirk,2017-07-28T02:00:11Z,1,0,1
2441,1,1,0,Employees,ttaylorr,2017-07-28T01:26:51Z,1,1,1
2440,1,0,0,Employees,ttaylorr,2017-07-25T19:07:35Z,531,2,17
2438,6,0,0,Employees,ttaylorr,2017-08-10T15:42:19Z,2638,597,92
2437,2,0,0,Employees,ttaylorr,2017-07-24T19:48:06Z,33,11,4
2436,3,0,0,Employees,ttaylorr,2017-07-24T19:48:12Z,78,74,15
2429,1,7,7,Volunteers,aleb,2017-07-31T21:51:00Z,400,44,11
2426,2,0,0,Volunteers,ssgelm,2017-07-24T21:28:39Z,799,138,13
2425,1,0,0,Volunteers,ssgelm,2017-07-17T20:00:56Z,3,0,1
2423,3,2,1,Employees,ttaylorr,2017-07-24T17:59:44Z,592,4,12
2422,4,0,0,Employees,ttaylorr,2017-07-24T17:44:35Z,471,8,16
2421,3,0,0,Employees,ttaylorr,2017-07-24T17:18:31Z,231,1,8
2420,3,1,0,Employees,ttaylorr,2017-07-24T17:02:15Z,240,0,9
2410,1,0,0,Employees,ttaylorr,2017-07-11T18:00:50Z,17,0,2
2404,1,0,0,Employees,ttaylorr,2017-07-10T18:54:48Z,11,1,1
2403,1,0,0,Employees,ttaylorr,2017-07-10T19:08:58Z,3,3,3
2402,2,0,0,Employees,ttaylorr,2017-07-10T19:08:42Z,139,814,33
2401,1,0,0,Employees,ttaylorr,2017-07-10T16:59:01Z,48,2,4
2400,1,0,0,Employees,ttaylorr,2017-07-10T16:58:50Z,2,2,1
2399,2,1,0,Employees,ttaylorr,2017-07-10T17:50:59Z,101,809,27
2397,1,0,0,Employees,ttaylorr,2017-07-10T16:58:43Z,16,4,2
2396,1,0,0,Employees,ttaylorr,2017-07-10T16:58:36Z,5,4,2
2395,1,0,0,Employees,ttaylorr,2017-07-10T16:58:29Z,2,2,1
2394,1,0,0,Employees,ttaylorr,2017-07-10T16:58:21Z,26,9,2
2393,10,3,0,Employees,ttaylorr,2017-07-10T18:01:25Z,45,35,10
2392,10,4,0,Employees,ttaylorr,2017-07-12T15:30:09Z,145,35,20
2389,7,1,0,Employees,ttaylorr,2017-07-05T20:45:44Z,58,12,8
2388,2,0,0,Employees,ttaylorr,2017-07-05T20:46:44Z,3,3,2
2386,1,0,0,Employees,ttaylorr,2017-07-05T20:46:55Z,2,786,16
2385,1,0,0,Employees,ttaylorr,2017-07-05T15:23:22Z,3,3,3
2384,1,0,0,Employees,ttaylorr,2017-07-05T15:23:39Z,3,3,3
2383,3,3,0,Employees,ttaylorr,2017-07-05T20:46:21Z,23,11,4
2382,2,0,0,Employees,ttaylorr,2017-07-05T15:23:30Z,5,4,2
2377,1,0,0,Volunteers,ssgelm,2017-07-05T15:10:42Z,2,2,1
2374,1,3,2,Volunteers,asottile,2017-07-05T21:00:03Z,26,9,2
2371,2,0,0,Employees,technoweenie,2017-06-29T21:47:29Z,107,5,7
2369,1,2,0,Employees,technoweenie,2017-06-29T21:14:16Z,1,1,1
2362,3,0,0,Employees,technoweenie,2017-06-27T16:29:06Z,106,4,7
2358,1,0,0,Employees,ttaylorr,2017-06-26T17:36:16Z,1,1,1
2356,1,0,0,Employees,ttaylorr,2017-06-26T18:03:13Z,40,3,3
2355,1,0,0,Employees,ttaylorr,2017-06-26T17:46:38Z,8,6,2
2353,19,1,0,Employees,ttaylorr,2017-06-26T21:56:01Z,714,104,33
2348,4,0,0,Employees,ttaylorr,2017-06-22T00:17:29Z,36,31,7
2347,1,0,0,Employees,ttaylorr,2017-06-22T00:05:52Z,18,0,2
2346,1,1,3,Employees,ttaylorr,2017-06-22T00:10:06Z,434,0,2
2345,2,0,2,Employees,ttaylorr,2017-06-22T00:43:17Z,103,2,3
2344,4,0,2,Employees,ttaylorr,2017-06-22T00:43:00Z,96,4,7
2343,1,0,0,Employees,ttaylorr,2017-06-21T23:16:46Z,68,41,4
2341,12,1,0,Employees,ttaylorr,2017-06-21T23:09:41Z,137,59,13
2340,8,0,0,Employees,ttaylorr,2017-06-22T00:55:26Z,895,122,20
2339,1,0,0,Employees,ttaylorr,2017-06-19T20:21:53Z,11,2,1
2338,5,0,1,Employees,ttaylorr,2017-06-19T20:21:40Z,65,18,5
2335,10,1,1,Employees,ttaylorr,2017-06-19T21:40:26Z,213,38,19
2334,8,5,0,Employees,ttaylorr,2017-06-19T21:16:49Z,99,27,15
2333,5,0,0,Employees,ttaylorr,2017-06-16T16:46:37Z,211,19,10
2332,1,0,0,Employees,ttaylorr,2017-06-16T16:46:19Z,9,9,2
2331,1,0,0,Employees,ttaylorr,2017-06-16T16:45:56Z,25,1,2
2329,15,0,4,Employees,ttaylorr,2017-06-19T21:16:28Z,922,71,32
2327,1,1,0,Volunteers,gurugray,2017-06-14T15:32:56Z,2,2,2
2324,5,3,0,Employees,ttaylorr,2017-06-13T20:39:51Z,229,23,7
2322,1,0,0,Employees,ttaylorr,2017-06-12T17:11:43Z,31,10,1
2313,42,6,14,Employees,ttaylorr,2017-06-16T16:45:15Z,1496,172,62
2312,4,0,8,Volunteers,jakub-m,2017-06-14T15:37:44Z,390,42,12
2311,1,0,10,Volunteers,asottile,2017-06-09T20:40:25Z,72,1,3
2310,2,0,0,Employees,ttaylorr,2017-06-08T21:24:54Z,71,7,18
2308,1,0,0,Employees,ttaylorr,2017-06-08T20:13:04Z,91,58,5
2303,2,0,0,Employees,ttaylorr,2017-06-07T00:04:24Z,60,12,4
2302,2,0,0,Employees,ttaylorr,2017-06-06T22:59:54Z,50,25,3
2301,1,0,0,Employees,ttaylorr,2017-06-06T20:09:17Z,21,25,3
2300,6,3,2,Employees,ttaylorr,2017-06-06T21:00:24Z,182,37,9
2299,3,0,0,Employees,technoweenie,2017-06-16T15:21:55Z,662,144,43
2297,3,0,0,Employees,ttaylorr,2017-06-05T22:12:18Z,125,5,4
2296,1,1,0,Employees,ttaylorr,2017-06-05T21:32:15Z,21,11,2
2295,4,0,0,Employees,ttaylorr,2017-06-05T19:31:18Z,74,4,17
2294,2,0,0,Employees,ttaylorr,2017-06-05T19:30:57Z,58,56,65
2292,13,1,4,Employees,ttaylorr,2017-06-05T15:37:35Z,2843,2108,163
2287,1,0,0,Employees,ttaylorr,2017-06-02T15:37:29Z,37,0,3
2286,2,0,0,Employees,ttaylorr,2017-06-02T15:37:21Z,21,0,3
2283,7,1,2,Employees,ttaylorr,2017-05-31T22:25:46Z,169,41,11
2278,1,0,0,Employees,ttaylorr,2017-05-30T21:58:04Z,3,0,1
2277,1,1,0,Volunteers,raleksandar,2017-05-30T15:12:56Z,1,1,1
2272,1,0,0,Employees,ttaylorr,2017-05-26T20:55:57Z,23,0,1
2268,3,0,0,Employees,ttaylorr,2017-05-25T22:05:30Z,85,8,4
2267,4,1,4,Employees,ttaylorr,2017-05-25T21:04:19Z,21,13,4
2266,1,0,0,Employees,ttaylorr,2017-05-25T20:57:46Z,3,0,1
2265,1,0,0,Employees,ttaylorr,2017-05-25T20:57:36Z,15,1,2
2263,5,0,0,Employees,ttaylorr,2017-05-24T23:21:55Z,78,7,8
2262,2,3,0,Employees,ttaylorr,2017-05-25T14:47:35Z,73,2,4
2261,4,1,4,Employees,ttaylorr,2017-05-24T20:24:28Z,503,125,8
2252,6,1,0,Employees,ttaylorr,2017-05-22T19:26:21Z,36,0,12
2251,2,2,0,Employees,ttaylorr,2017-05-22T19:26:10Z,2,2,2
2248,1,0,0,Volunteers,dpursehouse,2017-05-21T04:49:53Z,5,5,1
2246,1,1,2,Employees,ttaylorr,2017-05-19T21:00:37Z,34,4,5
2245,1,0,0,Employees,ttaylorr,2017-05-19T19:34:31Z,37,2,3
2244,4,0,0,Employees,ttaylorr,2017-05-19T18:55:21Z,18,6,5
2243,1,0,0,Employees,ttaylorr,2017-05-19T18:15:56Z,96,3,2
2242,1,0,0,Employees,ttaylorr,2017-05-19T16:59:42Z,221,18,7
2241,1,3,0,Employees,technoweenie,2017-05-19T16:32:05Z,221,18,7
2240,1,0,0,Employees,ttaylorr,2017-05-19T16:19:14Z,6,0,1
2238,1,0,0,Employees,technoweenie,2017-05-19T14:15:50Z,246,48,5
2237,6,4,0,Volunteers,seth2810,2017-05-19T19:33:43Z,617,82,21
2235,7,1,5,Employees,ttaylorr,2017-05-19T17:08:36Z,575,75,19
2233,10,2,0,Employees,technoweenie,2017-05-19T13:56:18Z,270,72,14
2232,3,3,0,Volunteers,dpursehouse,2017-05-19T13:59:53Z,252,48,7
2230,1,0,0,Employees,ttaylorr,2017-05-18T16:42:06Z,2,2,1
2229,1,0,0,Employees,ttaylorr,2017-05-18T16:42:12Z,1,1,1
2228,2,1,0,Employees,ttaylorr,2017-05-17T22:43:05Z,3,3,2
2227,1,0,0,Employees,ttaylorr,2017-05-17T21:19:54Z,1,1,1
2224,1,0,0,Employees,ttaylorr,2017-05-17T17:56:45Z,101,33,2
2220,37,2,42,Employees,ttaylorr,2017-05-22T21:55:52Z,2880,366,99
2216,3,0,2,Employees,ttaylorr,2017-05-16T20:58:28Z,114,45,4
2212,1,0,0,Volunteers,andyneff,2017-05-10T15:18:31Z,3,3,1
2211,2,0,0,Employees,ttaylorr,2017-05-11T15:06:12Z,4,3,2
2210,2,0,0,Employees,ttaylorr,2017-05-09T17:39:09Z,6,6,3
2206,2,1,0,Employees,technoweenie,2017-05-09T15:35:20Z,4,4,2
2205,4,2,0,Employees,ttaylorr,2017-05-09T20:49:03Z,17,11,6
2203,1,1,0,Volunteers,ssgelm,2017-05-08T15:47:03Z,5,0,1
2199,7,1,4,Employees,ttaylorr,2017-05-04T19:14:17Z,151,37,9
2198,3,3,0,Volunteers,jiangxin,2017-05-04T22:58:48Z,140,16,6
2192,1,1,0,Employees,technoweenie,2017-05-01T22:50:33Z,87,20,3
2188,1,0,0,Employees,ttaylorr,2017-05-01T18:03:13Z,3,3,3
2187,1,1,0,Employees,ttaylorr,2017-04-28T16:30:51Z,95,4,5
2184,24,2,0,Employees,technoweenie,2017-04-28T15:43:57Z,634,431,61
2183,4,0,0,Employees,ttaylorr,2017-04-27T22:35:22Z,82,27,7
2181,2,0,0,Employees,ttaylorr,2017-04-27T16:22:05Z,27,7,4
2180,2,0,0,Employees,ttaylorr,2017-04-26T23:28:28Z,26,6,4
2179,6,0,0,Employees,ttaylorr,2017-04-26T16:06:57Z,11,6,6
2178,2,0,0,Employees,ttaylorr,2017-04-25T19:51:02Z,18,17,2
2175,3,1,0,Employees,ttaylorr,2017-04-25T21:13:08Z,143,89,6
2171,7,0,0,Volunteers,sprohaska,2017-04-24T01:17:20Z,47,50,7
2170,1,0,0,Volunteers,sprohaska,2017-04-24T01:17:02Z,1,1,1
2168,11,3,8,Employees,technoweenie,2017-04-27T22:19:40Z,282,175,26
2162,11,0,8,Employees,ttaylorr,2017-04-18T17:28:49Z,132,58,11
2161,4,0,0,Employees,ttaylorr,2017-04-18T15:07:12Z,17,23,4
2160,1,0,0,Employees,ttaylorr,2017-04-17T20:55:12Z,8,16,1
2159,12,1,7,Employees,ttaylorr,2017-04-17T19:45:25Z,79,9,11
2158,4,0,2,Employees,ttaylorr,2017-04-17T15:25:44Z,15,11,4
2156,18,0,1,Employees,ttaylorr,2017-04-17T15:10:51Z,451,361,53
2154,9,1,1,Employees,ttaylorr,2017-04-14T19:20:02Z,101,64,12
2152,4,1,9,Employees,ttaylorr,2017-04-14T17:55:28Z,330,186,37
2145,1,1,0,Employees,ttaylorr,2017-04-10T18:26:53Z,4,2,3
2140,3,0,0,Employees,ttaylorr,2017-04-10T17:30:35Z,47,10,5
2139,3,0,0,Employees,ttaylorr,2017-04-09T21:10:33Z,39,3,3
2130,13,1,8,Employees,ttaylorr,2017-04-06T20:16:54Z,431,88,37
2127,4,1,1,Employees,ttaylorr,2017-04-05T14:58:22Z,262,80,8
2112,1,0,0,Employees,ttaylorr,2017-03-29T23:09:10Z,36,4,5
2111,1,0,0,Employees,ttaylorr,2017-03-29T22:38:36Z,92,3,4
2110,3,0,0,Employees,ttaylorr,2017-03-29T22:17:33Z,92,3,5
2109,1,0,0,Employees,ttaylorr,2017-03-29T21:54:56Z,2,3,2
2107,2,0,0,Employees,ttaylorr,2017-03-29T21:39:24Z,2,3,2
2102,1,0,0,Employees,ttaylorr,2017-03-29T00:04:12Z,6,0,1
2101,1,0,0,Employees,ttaylorr,2017-03-28T23:46:56Z,2,2,1
2100,1,0,0,Employees,ttaylorr,2017-03-28T23:31:15Z,9,7,1
2099,1,0,0,Employees,ttaylorr,2017-03-28T22:59:52Z,3,3,1
2098,1,0,0,Employees,ttaylorr,2017-03-28T22:49:58Z,1,1,1
2097,1,0,0,Employees,ttaylorr,2017-03-28T22:44:20Z,5,0,1
2096,1,0,0,Employees,ttaylorr,2017-03-28T22:43:19Z,1,1,1
2095,2,0,0,Employees,ttaylorr,2017-03-28T23:00:15Z,14,14,8
2094,1,0,0,Employees,ttaylorr,2017-03-28T22:32:49Z,523,14,7
2092,1,0,0,Employees,ttaylorr,2017-03-28T17:19:23Z,67,1,2
2090,2,0,0,Employees,ttaylorr,2017-03-28T16:53:45Z,67,1,2
2089,1,0,0,Employees,ttaylorr,2017-03-27T16:30:54Z,4,0,1
2088,1,3,0,Volunteers,p12tic,2017-03-27T15:48:10Z,4,0,1
2087,1,1,0,Volunteers,ZaninAndrea,2017-03-27T15:47:29Z,1,1,1
2085,1,0,0,Employees,ttaylorr,2017-03-25T04:38:38Z,179,6,7
2084,1,0,0,Employees,ttaylorr,2017-03-25T04:14:05Z,21,10,6
2083,4,0,0,Employees,ttaylorr,2017-03-24T22:07:41Z,22,11,8
2082,9,1,2,Employees,ttaylorr,2017-03-25T04:13:50Z,206,22,18
2081,2,0,1,Employees,technoweenie,2017-03-24T21:47:20Z,2,2,2
2080,12,0,3,Employees,technoweenie,2017-03-28T22:15:53Z,967,139,63
2079,1,0,0,Employees,ttaylorr,2017-03-24T18:06:49Z,154,89,26
2077,8,2,1,Employees,ttaylorr,2017-03-24T17:34:43Z,164,99,37
2075,1,0,0,Employees,ttaylorr,2017-03-24T17:13:27Z,3,3,3
2074,1,0,0,Employees,ttaylorr,2017-03-23T19:01:37Z,58,0,4
2073,1,0,1,Employees,ttaylorr,2017-03-23T18:43:09Z,58,0,4
2072,3,0,0,Employees,technoweenie,2017-03-23T19:36:30Z,490,95,15
2070,10,0,6,Employees,ttaylorr,2017-03-23T19:06:24Z,467,85,21
