pull_request,creator,creator_type,reviewer,reviewer_type,is_equal
2461,ttaylorr,Internals,ttaylorr,Internals,Yes
2460,ttaylorr,Internals,ttaylorr,Internals,Yes
2459,ttaylorr,Internals,ttaylorr,Internals,Yes
2458,ttaylorr,Internals,ttaylorr,Internals,Yes
2457,ttaylorr,Internals,ttaylorr,Internals,Yes
2455,ttaylorr,Internals,ttaylorr,Internals,Yes
2453,larsxschneider,Externals,ttaylorr,Internals,No
2449,mathstuf,Externals,ttaylorr,Internals,No
2443,rudineirk,Externals,ttaylorr,Internals,No
2441,ttaylorr,Internals,ttaylorr,Internals,Yes
2440,ttaylorr,Internals,ttaylorr,Internals,Yes
2438,ttaylorr,Internals,ttaylorr,Internals,Yes
2437,ttaylorr,Internals,ttaylorr,Internals,Yes
2436,ttaylorr,Internals,ttaylorr,Internals,Yes
2429,aleb,Externals,ttaylorr,Internals,No
2426,ssgelm,Externals,ttaylorr,Internals,No
2425,ssgelm,Externals,ttaylorr,Internals,No
2423,ttaylorr,Internals,ttaylorr,Internals,Yes
2422,ttaylorr,Internals,ttaylorr,Internals,Yes
2421,ttaylorr,Internals,ttaylorr,Internals,Yes
2420,ttaylorr,Internals,ttaylorr,Internals,Yes
2410,ttaylorr,Internals,ttaylorr,Internals,Yes
2404,ttaylorr,Internals,ttaylorr,Internals,Yes
2403,ttaylorr,Internals,ttaylorr,Internals,Yes
2402,ttaylorr,Internals,ttaylorr,Internals,Yes
2401,ttaylorr,Internals,ttaylorr,Internals,Yes
2400,ttaylorr,Internals,ttaylorr,Internals,Yes
2399,ttaylorr,Internals,ttaylorr,Internals,Yes
2397,ttaylorr,Internals,ttaylorr,Internals,Yes
2396,ttaylorr,Internals,ttaylorr,Internals,Yes
2395,ttaylorr,Internals,ttaylorr,Internals,Yes
2394,ttaylorr,Internals,ttaylorr,Internals,Yes
2393,ttaylorr,Internals,ttaylorr,Internals,Yes
2392,ttaylorr,Internals,ttaylorr,Internals,Yes
2389,ttaylorr,Internals,ttaylorr,Internals,Yes
2388,ttaylorr,Internals,ttaylorr,Internals,Yes
2386,ttaylorr,Internals,ttaylorr,Internals,Yes
2385,ttaylorr,Internals,ttaylorr,Internals,Yes
2384,ttaylorr,Internals,ttaylorr,Internals,Yes
2383,ttaylorr,Internals,ttaylorr,Internals,Yes
2382,ttaylorr,Internals,ttaylorr,Internals,Yes
2377,ssgelm,Externals,ttaylorr,Internals,No
2374,asottile,Externals,ttaylorr,Internals,No
2371,technoweenie,Externals,technoweenie,Externals,Yes
2369,technoweenie,Externals,technoweenie,Externals,Yes
2362,technoweenie,Externals,technoweenie,Externals,Yes
2358,ttaylorr,Internals,technoweenie,Externals,No
2356,ttaylorr,Internals,technoweenie,Externals,No
2355,ttaylorr,Internals,technoweenie,Externals,No
2353,ttaylorr,Internals,technoweenie,Externals,No
2348,ttaylorr,Internals,ttaylorr,Internals,Yes
2347,ttaylorr,Internals,ttaylorr,Internals,Yes
2346,ttaylorr,Internals,ttaylorr,Internals,Yes
2345,ttaylorr,Internals,ttaylorr,Internals,Yes
2344,ttaylorr,Internals,ttaylorr,Internals,Yes
2343,ttaylorr,Internals,ttaylorr,Internals,Yes
2341,ttaylorr,Internals,ttaylorr,Internals,Yes
2340,ttaylorr,Internals,ttaylorr,Internals,Yes
2339,ttaylorr,Internals,ttaylorr,Internals,Yes
2338,ttaylorr,Internals,ttaylorr,Internals,Yes
2335,ttaylorr,Internals,ttaylorr,Internals,Yes
2334,ttaylorr,Internals,ttaylorr,Internals,Yes
2333,ttaylorr,Internals,ttaylorr,Internals,Yes
2332,ttaylorr,Internals,ttaylorr,Internals,Yes
2331,ttaylorr,Internals,ttaylorr,Internals,Yes
2329,ttaylorr,Internals,ttaylorr,Internals,Yes
2327,gurugray,Externals,ttaylorr,Internals,No
2324,ttaylorr,Internals,ttaylorr,Internals,Yes
2322,ttaylorr,Internals,ttaylorr,Internals,Yes
2313,ttaylorr,Internals,ttaylorr,Internals,Yes
2312,jakub-m,Externals,ttaylorr,Internals,No
2311,asottile,Externals,ttaylorr,Internals,No
2310,ttaylorr,Internals,ttaylorr,Internals,Yes
2308,ttaylorr,Internals,ttaylorr,Internals,Yes
2303,ttaylorr,Internals,ttaylorr,Internals,Yes
2302,ttaylorr,Internals,ttaylorr,Internals,Yes
2301,ttaylorr,Internals,ttaylorr,Internals,Yes
2300,ttaylorr,Internals,ttaylorr,Internals,Yes
2299,technoweenie,Externals,technoweenie,Externals,Yes
2297,ttaylorr,Internals,ttaylorr,Internals,Yes
2296,ttaylorr,Internals,ttaylorr,Internals,Yes
2295,ttaylorr,Internals,ttaylorr,Internals,Yes
2294,ttaylorr,Internals,ttaylorr,Internals,Yes
2292,ttaylorr,Internals,ttaylorr,Internals,Yes
2287,ttaylorr,Internals,ttaylorr,Internals,Yes
2286,ttaylorr,Internals,ttaylorr,Internals,Yes
2283,ttaylorr,Internals,ttaylorr,Internals,Yes
2278,ttaylorr,Internals,ttaylorr,Internals,Yes
2277,raleksandar,Externals,ttaylorr,Internals,No
2272,ttaylorr,Internals,ttaylorr,Internals,Yes
2268,ttaylorr,Internals,ttaylorr,Internals,Yes
2267,ttaylorr,Internals,ttaylorr,Internals,Yes
2266,ttaylorr,Internals,ttaylorr,Internals,Yes
2265,ttaylorr,Internals,ttaylorr,Internals,Yes
2263,ttaylorr,Internals,ttaylorr,Internals,Yes
2262,ttaylorr,Internals,ttaylorr,Internals,Yes
2261,ttaylorr,Internals,ttaylorr,Internals,Yes
2252,ttaylorr,Internals,ttaylorr,Internals,Yes
2251,ttaylorr,Internals,ttaylorr,Internals,Yes
2248,dpursehouse,Externals,ttaylorr,Internals,No
2246,ttaylorr,Internals,ttaylorr,Internals,Yes
2245,ttaylorr,Internals,ttaylorr,Internals,Yes
2244,ttaylorr,Internals,ttaylorr,Internals,Yes
2243,ttaylorr,Internals,ttaylorr,Internals,Yes
2242,ttaylorr,Internals,ttaylorr,Internals,Yes
2241,technoweenie,Externals,ttaylorr,Internals,No
2240,ttaylorr,Internals,ttaylorr,Internals,Yes
2238,technoweenie,Externals,ttaylorr,Internals,No
2237,seth2810,Externals,ttaylorr,Internals,No
2235,ttaylorr,Internals,ttaylorr,Internals,Yes
2233,technoweenie,Externals,technoweenie,Externals,Yes
2232,dpursehouse,Externals,technoweenie,Externals,No
2230,ttaylorr,Internals,ttaylorr,Internals,Yes
2229,ttaylorr,Internals,ttaylorr,Internals,Yes
2228,ttaylorr,Internals,ttaylorr,Internals,Yes
2227,ttaylorr,Internals,ttaylorr,Internals,Yes
2224,ttaylorr,Internals,ttaylorr,Internals,Yes
2220,ttaylorr,Internals,ttaylorr,Internals,Yes
2216,ttaylorr,Internals,ttaylorr,Internals,Yes
2212,andyneff,Externals,ttaylorr,Internals,No
2211,ttaylorr,Internals,technoweenie,Externals,No
2210,ttaylorr,Internals,ttaylorr,Internals,Yes
2206,technoweenie,Externals,technoweenie,Externals,Yes
2205,ttaylorr,Internals,ttaylorr,Internals,Yes
2203,ssgelm,Externals,ttaylorr,Internals,No
2199,ttaylorr,Internals,ttaylorr,Internals,Yes
2198,jiangxin,Externals,ttaylorr,Internals,No
2192,technoweenie,Externals,technoweenie,Externals,Yes
2188,ttaylorr,Internals,ttaylorr,Internals,Yes
2187,ttaylorr,Internals,ttaylorr,Internals,Yes
2184,technoweenie,Externals,technoweenie,Externals,Yes
2183,ttaylorr,Internals,ttaylorr,Internals,Yes
2181,ttaylorr,Internals,ttaylorr,Internals,Yes
2180,ttaylorr,Internals,ttaylorr,Internals,Yes
2179,ttaylorr,Internals,ttaylorr,Internals,Yes
2178,ttaylorr,Internals,ttaylorr,Internals,Yes
2175,ttaylorr,Internals,ttaylorr,Internals,Yes
2171,sprohaska,Externals,ttaylorr,Internals,No
2170,sprohaska,Externals,ttaylorr,Internals,No
2168,technoweenie,Externals,ttaylorr,Internals,No
2162,ttaylorr,Internals,ttaylorr,Internals,Yes
2161,ttaylorr,Internals,ttaylorr,Internals,Yes
2160,ttaylorr,Internals,ttaylorr,Internals,Yes
2159,ttaylorr,Internals,ttaylorr,Internals,Yes
2158,ttaylorr,Internals,ttaylorr,Internals,Yes
2156,ttaylorr,Internals,ttaylorr,Internals,Yes
2154,ttaylorr,Internals,ttaylorr,Internals,Yes
2152,ttaylorr,Internals,ttaylorr,Internals,Yes
2145,ttaylorr,Internals,ttaylorr,Internals,Yes
2140,ttaylorr,Internals,ttaylorr,Internals,Yes
2139,ttaylorr,Internals,ttaylorr,Internals,Yes
2130,ttaylorr,Internals,ttaylorr,Internals,Yes
2127,ttaylorr,Internals,ttaylorr,Internals,Yes
2112,ttaylorr,Internals,ttaylorr,Internals,Yes
2111,ttaylorr,Internals,ttaylorr,Internals,Yes
2110,ttaylorr,Internals,ttaylorr,Internals,Yes
2109,ttaylorr,Internals,ttaylorr,Internals,Yes
2107,ttaylorr,Internals,ttaylorr,Internals,Yes
2102,ttaylorr,Internals,ttaylorr,Internals,Yes
2101,ttaylorr,Internals,ttaylorr,Internals,Yes
2100,ttaylorr,Internals,ttaylorr,Internals,Yes
2099,ttaylorr,Internals,ttaylorr,Internals,Yes
2098,ttaylorr,Internals,ttaylorr,Internals,Yes
2097,ttaylorr,Internals,ttaylorr,Internals,Yes
2096,ttaylorr,Internals,ttaylorr,Internals,Yes
2095,ttaylorr,Internals,ttaylorr,Internals,Yes
2094,ttaylorr,Internals,ttaylorr,Internals,Yes
2092,ttaylorr,Internals,ttaylorr,Internals,Yes
2090,ttaylorr,Internals,ttaylorr,Internals,Yes
2089,ttaylorr,Internals,ttaylorr,Internals,Yes
2088,p12tic,Externals,ttaylorr,Internals,No
2087,ZaninAndrea,Externals,ttaylorr,Internals,No
2085,ttaylorr,Internals,ttaylorr,Internals,Yes
2084,ttaylorr,Internals,ttaylorr,Internals,Yes
2083,ttaylorr,Internals,ttaylorr,Internals,Yes
2082,ttaylorr,Internals,ttaylorr,Internals,Yes
2081,technoweenie,Externals,technoweenie,Externals,Yes
2080,technoweenie,Externals,ttaylorr,Internals,No
2079,ttaylorr,Internals,ttaylorr,Internals,Yes
2077,ttaylorr,Internals,ttaylorr,Internals,Yes
2075,ttaylorr,Internals,ttaylorr,Internals,Yes
2074,ttaylorr,Internals,technoweenie,Externals,No
2073,ttaylorr,Internals,ttaylorr,Internals,Yes
2072,technoweenie,Externals,technoweenie,Externals,Yes
2070,ttaylorr,Internals,ttaylorr,Internals,Yes
2067,ttaylorr,Internals,ttaylorr,Internals,Yes
2049,TheJare,Externals,ttaylorr,Internals,No
2048,ttaylorr,Internals,ttaylorr,Internals,Yes
2047,ttaylorr,Internals,ttaylorr,Internals,Yes
2042,ttaylorr,Internals,ttaylorr,Internals,Yes
2035,ttaylorr,Internals,ttaylorr,Internals,Yes
2033,dpursehouse,Externals,ttaylorr,Internals,No
2028,dpursehouse,Externals,technoweenie,Externals,No
2023,bozaro,Externals,ttaylorr,Internals,No
2021,grimreaper,Externals,ttaylorr,Internals,No
2020,terrorobe,Internals,technoweenie,Externals,No
2019,terrorobe,Internals,technoweenie,Externals,No
2008,ttaylorr,Internals,ttaylorr,Internals,Yes
2007,ttaylorr,Internals,ttaylorr,Internals,Yes
2004,ttaylorr,Internals,ttaylorr,Internals,Yes
1999,terrorobe,Internals,ttaylorr,Internals,No
1990,technoweenie,Externals,technoweenie,Externals,Yes
1989,technoweenie,Externals,technoweenie,Externals,Yes
1987,technoweenie,Externals,technoweenie,Externals,Yes
1986,technoweenie,Externals,technoweenie,Externals,Yes
1983,technoweenie,Externals,technoweenie,Externals,Yes
1982,sschuberth,Externals,sschuberth,Externals,Yes
1980,sschuberth,Externals,sschuberth,Externals,Yes
1979,sschuberth,Externals,sschuberth,Externals,Yes
1978,technoweenie,Externals,technoweenie,Externals,Yes
1971,ttaylorr,Internals,ttaylorr,Internals,Yes
1968,sschuberth,Externals,sschuberth,Externals,Yes
1966,sschuberth,Externals,sschuberth,Externals,Yes
1965,ttaylorr,Internals,technoweenie,Externals,No
1962,ttaylorr,Internals,ttaylorr,Internals,Yes
1961,ttaylorr,Internals,ttaylorr,Internals,Yes
1959,sschuberth,Externals,sschuberth,Externals,Yes
1958,ttaylorr,Internals,ttaylorr,Internals,Yes
1957,technoweenie,Externals,technoweenie,Externals,Yes
1955,ttaylorr,Internals,ttaylorr,Internals,Yes
1954,ttaylorr,Internals,ttaylorr,Internals,Yes
1953,technoweenie,Externals,technoweenie,Externals,Yes
1952,ttaylorr,Internals,ttaylorr,Internals,Yes
1951,ttaylorr,Internals,ttaylorr,Internals,Yes
1950,technoweenie,Externals,technoweenie,Externals,Yes
1947,ttaylorr,Internals,technoweenie,Externals,No
1946,technoweenie,Externals,technoweenie,Externals,Yes
1940,technoweenie,Externals,ttaylorr,Internals,No
1938,sschuberth,Externals,ttaylorr,Internals,No
1937,ttaylorr,Internals,ttaylorr,Internals,Yes
1936,technoweenie,Externals,technoweenie,Externals,Yes
1932,ttaylorr,Internals,ttaylorr,Internals,Yes
1931,technoweenie,Externals,technoweenie,Externals,Yes
1930,sschuberth,Externals,ttaylorr,Internals,No
1927,technoweenie,Externals,technoweenie,Externals,Yes
1924,technoweenie,Externals,technoweenie,Externals,Yes
1921,technoweenie,Externals,technoweenie,Externals,Yes
1914,technoweenie,Externals,technoweenie,Externals,Yes
1913,technoweenie,Externals,technoweenie,Externals,Yes
1912,technoweenie,Externals,ttaylorr,Internals,No
1910,technoweenie,Externals,technoweenie,Externals,Yes
1909,technoweenie,Externals,technoweenie,Externals,Yes
1905,technoweenie,Externals,technoweenie,Externals,Yes
1904,technoweenie,Externals,technoweenie,Externals,Yes
1896,sinbad,Externals,technoweenie,Externals,No
1893,technoweenie,Externals,technoweenie,Externals,Yes
1890,technoweenie,Externals,technoweenie,Externals,Yes
1887,technoweenie,Externals,technoweenie,Externals,Yes
1886,technoweenie,Externals,technoweenie,Externals,Yes
1885,ttaylorr,Internals,ttaylorr,Internals,Yes
1877,ttaylorr,Internals,ttaylorr,Internals,Yes
1870,sinbad,Externals,sinbad,Externals,Yes
1868,sinbad,Externals,sinbad,Externals,Yes
1863,ttaylorr,Internals,ttaylorr,Internals,Yes
1861,monitorjbl,Externals,technoweenie,Externals,No
1857,ttaylorr,Internals,ttaylorr,Internals,Yes
1856,ttaylorr,Internals,ttaylorr,Internals,Yes
1852,ttaylorr,Internals,ttaylorr,Internals,Yes
1850,technoweenie,Externals,technoweenie,Externals,Yes
1849,ttaylorr,Internals,ttaylorr,Internals,Yes
1847,sinbad,Externals,sinbad,Externals,Yes
1846,technoweenie,Externals,technoweenie,Externals,Yes
1841,technoweenie,Externals,technoweenie,Externals,Yes
1840,technoweenie,Externals,technoweenie,Externals,Yes
1839,technoweenie,Externals,technoweenie,Externals,Yes
1838,technoweenie,Externals,technoweenie,Externals,Yes
1837,technoweenie,Externals,technoweenie,Externals,Yes
1835,ttaylorr,Internals,technoweenie,Externals,No
1832,ttaylorr,Internals,ttaylorr,Internals,Yes
1827,technoweenie,Externals,technoweenie,Externals,Yes
1825,technoweenie,Externals,technoweenie,Externals,Yes
1824,technoweenie,Externals,technoweenie,Externals,Yes
1822,sinbad,Externals,sinbad,Externals,Yes
1820,creste,Externals,ttaylorr,Internals,No
1818,ttaylorr,Internals,ttaylorr,Internals,Yes
1815,ttaylorr,Internals,ttaylorr,Internals,Yes
1814,ttaylorr,Internals,ttaylorr,Internals,Yes
1812,ttaylorr,Internals,ttaylorr,Internals,Yes
1811,ttaylorr,Internals,ttaylorr,Internals,Yes
1810,ttaylorr,Internals,ttaylorr,Internals,Yes
1809,ttaylorr,Internals,ttaylorr,Internals,Yes
1807,ttaylorr,Internals,ttaylorr,Internals,Yes
1806,ttaylorr,Internals,ttaylorr,Internals,Yes
1805,ttaylorr,Internals,ttaylorr,Internals,Yes
1801,ttaylorr,Internals,ttaylorr,Internals,Yes
1799,technoweenie,Externals,technoweenie,Externals,Yes
1798,ttaylorr,Internals,ttaylorr,Internals,Yes
1797,ttaylorr,Internals,ttaylorr,Internals,Yes
1796,ttaylorr,Internals,ttaylorr,Internals,Yes
1794,technoweenie,Externals,technoweenie,Externals,Yes
1793,technoweenie,Externals,technoweenie,Externals,Yes
1791,technoweenie,Externals,technoweenie,Externals,Yes
1788,technoweenie,Externals,technoweenie,Externals,Yes
1787,technoweenie,Externals,technoweenie,Externals,Yes
1784,technoweenie,Externals,technoweenie,Externals,Yes
1782,technoweenie,Externals,ttaylorr,Internals,No
1780,technoweenie,Externals,technoweenie,Externals,Yes
1779,ttaylorr,Internals,ttaylorr,Internals,Yes
1777,ttaylorr,Internals,ttaylorr,Internals,Yes
1776,ttaylorr,Internals,ttaylorr,Internals,Yes
1775,technoweenie,Externals,technoweenie,Externals,Yes
1774,technoweenie,Externals,technoweenie,Externals,Yes
1772,ttaylorr,Internals,ttaylorr,Internals,Yes
1771,technoweenie,Externals,technoweenie,Externals,Yes
1770,technoweenie,Externals,technoweenie,Externals,Yes
1769,sinbad,Externals,technoweenie,Externals,No
1768,sinbad,Externals,technoweenie,Externals,No
1767,technoweenie,Externals,technoweenie,Externals,Yes
1760,sinbad,Externals,sinbad,Externals,Yes
1758,ttaylorr,Internals,ttaylorr,Internals,Yes
1754,ttaylorr,Internals,technoweenie,Externals,No
1752,sschuberth,Externals,sschuberth,Externals,Yes
1747,technoweenie,Externals,technoweenie,Externals,Yes
1746,technoweenie,Externals,technoweenie,Externals,Yes
1745,technoweenie,Externals,technoweenie,Externals,Yes
1743,technoweenie,Externals,technoweenie,Externals,Yes
1742,ttaylorr,Internals,ttaylorr,Internals,Yes
1741,ttaylorr,Internals,ttaylorr,Internals,Yes
1739,ttaylorr,Internals,ttaylorr,Internals,Yes
1738,technoweenie,Externals,ttaylorr,Internals,No
1737,technoweenie,Externals,technoweenie,Externals,Yes
1736,sinbad,Externals,sinbad,Externals,Yes
1734,ttaylorr,Internals,technoweenie,Externals,No
1733,ttaylorr,Internals,ttaylorr,Internals,Yes
1732,ttaylorr,Internals,technoweenie,Externals,No
1731,larsxschneider,Externals,ttaylorr,Internals,No
1727,technoweenie,Externals,ttaylorr,Internals,No
1725,technoweenie,Externals,technoweenie,Externals,Yes
1723,sinbad,Externals,sinbad,Externals,Yes
1721,myint,Externals,technoweenie,Externals,No
1713,benbalter,Internals,ttaylorr,Internals,No
1712,benbalter,Internals,ttaylorr,Internals,No
1711,larsxschneider,Externals,ttaylorr,Internals,No
1710,technoweenie,Externals,technoweenie,Externals,Yes
1709,ttaylorr,Internals,ttaylorr,Internals,Yes
1708,ttaylorr,Internals,ttaylorr,Internals,Yes
1707,ttaylorr,Internals,ttaylorr,Internals,Yes
1706,technoweenie,Externals,technoweenie,Externals,Yes
1705,technoweenie,Externals,technoweenie,Externals,Yes
1703,technoweenie,Externals,technoweenie,Externals,Yes
1699,larsxschneider,Externals,ttaylorr,Internals,No
1698,larsxschneider,Externals,ttaylorr,Internals,No
1696,technoweenie,Externals,technoweenie,Externals,Yes
1695,technoweenie,Externals,technoweenie,Externals,Yes
1694,sinbad,Externals,sinbad,Externals,Yes
1689,sschuberth,Externals,technoweenie,Externals,No
1688,technoweenie,Externals,technoweenie,Externals,Yes
