pull_request,creator,creator_type,reviewer,reviewer_type,is_equal
520,timclipsham,Externals,tombell,Externals,No
515,bhuga,Internals,tombell,Externals,No
512,brentc,Externals,tombell,Externals,No
509,mizzy,Externals,tombell,Externals,No
508,tfausak,Externals,tombell,Externals,No
505,jacksonhull,Externals,tombell,Externals,No
503,aroben,Internals,tombell,Externals,No
500,maxgoedjen,Externals,tombell,Externals,No
497,aaronj1335,Externals,tombell,Externals,No
496,ronaldevers,Externals,tombell,Externals,No
491,brntbeer,Internals,tombell,Externals,No
490,aroben,Internals,tombell,Externals,No
489,shiwano,Externals,tombell,Externals,No
483,dianakhuang,Externals,tombell,Externals,No
482,kch,Externals,tombell,Externals,No
481,rafaelfranca,Externals,tombell,Externals,No
479,rafaelfranca,Externals,atmos,Externals,No
475,tombell,Externals,tombell,Externals,Yes
472,JetFault,Externals,atmos,Externals,No
466,apolishch,Externals,atmos,Externals,No
462,pcarrier,Externals,tombell,Externals,No
460,bhardin,Externals,tombell,Externals,No
459,ZachBeta,Externals,atmos,Externals,No
458,ZachBeta,Externals,technicalpickles,Internals,No
457,creatorrr,Externals,atmos,Externals,No
455,creatorrr,Externals,tombell,Externals,No
454,kyleslattery,Externals,tombell,Externals,No
452,creatorrr,Externals,atmos,Externals,No
451,creatorrr,Externals,atmos,Externals,No
450,busbyjon,Externals,atmos,Externals,No
449,kashyapp,Externals,tombell,Externals,No
447,creatorrr,Externals,tombell,Externals,No
446,creatorrr,Externals,atmos,Externals,No
445,kashyapp,Externals,tombell,Externals,No
436,tombell,Externals,tombell,Externals,Yes
435,francois2metz,Externals,tombell,Externals,No
432,technicalpickles,Internals,atmos,Externals,No
429,technicalpickles,Internals,technicalpickles,Internals,Yes
426,stevenklise,Externals,atmos,Externals,No
424,cupakromer,Externals,tombell,Externals,No
422,philippbeckmann,Externals,atmos,Externals,No
421,omares,Externals,tombell,Externals,No
419,justincampbell,Externals,atmos,Externals,No
414,OleMchls,Externals,tombell,Externals,No
408,pgib,Externals,tombell,Externals,No
406,ctborg,Externals,atmos,Externals,No
403,haf,Externals,atmos,Externals,No
402,tombell,Externals,tombell,Externals,Yes
394,omega,Externals,tombell,Externals,No
393,x1a0,Externals,tombell,Externals,No
390,x1a0,Externals,tombell,Externals,No
388,tombell,Externals,atmos,Externals,No
387,tombell,Externals,atmos,Externals,No
385,tombell,Externals,atmos,Externals,No
383,aroben,Internals,atmos,Externals,No
381,numbcoder,Externals,atmos,Externals,No
380,strugee,Externals,aspires,Externals,No
376,kavu,Externals,atmos,Externals,No
370,danehammer,Externals,tombell,Externals,No
361,voidlily,Externals,technicalpickles,Internals,No
355,cjbottaro,Externals,tombell,Externals,No
344,OleMchls,Externals,tombell,Externals,No
341,marsam,Externals,technicalpickles,Internals,No
336,elmoeleven,Externals,atmos,Externals,No
335,Seldaek,Externals,technicalpickles,Internals,No
334,keithduncan,Internals,tombell,Externals,No
330,ferlores,Externals,tombell,Externals,No
328,sopel,Externals,tombell,Externals,No
327,futuraprime,Externals,tombell,Externals,No
322,ferlores,Externals,tombell,Externals,No
317,ferlores,Externals,tombell,Externals,No
313,tombell,Externals,tombell,Externals,Yes
310,ejfinneran,Externals,tombell,Externals,No
309,elliotttf,Externals,tombell,Externals,No
304,travisjeffery,Externals,atmos,Externals,No
302,travisjeffery,Externals,atmos,Externals,No
299,technicalpickles,Internals,tombell,Externals,No
298,technicalpickles,Internals,tombell,Externals,No
296,tombell,Externals,tombell,Externals,Yes
294,tombell,Externals,tombell,Externals,Yes
291,technicalpickles,Internals,atmos,Externals,No
290,technicalpickles,Internals,atmos,Externals,No
285,technicalpickles,Internals,tombell,Externals,No
283,elliotttf,Externals,tombell,Externals,No
282,elliotttf,Externals,tombell,Externals,No
278,jimeh,Externals,tombell,Externals,No
276,iangreenleaf,Externals,tombell,Externals,No
274,jimeh,Externals,tombell,Externals,No
273,jimeh,Externals,tombell,Externals,No
272,jimeh,Externals,tombell,Externals,No
270,tombell,Externals,tombell,Externals,Yes
261,jonmagic,Internals,tombell,Externals,No
257,christierney,Externals,tombell,Externals,No
253,kylev,Externals,atmos,Externals,No
247,franc,Externals,atmos,Externals,No
243,sbryant,Internals,atmos,Externals,No
242,thomaschaaf,Externals,tombell,Externals,No
241,jonklo,Externals,tombell,Externals,No
237,tombell,Externals,tombell,Externals,Yes
229,ejfinneran,Externals,tombell,Externals,No
228,titanous,Externals,tombell,Externals,No
224,kevinsawicki,Internals,atmos,Externals,No
220,sbryant,Internals,tombell,Externals,No
219,atmos,Externals,tombell,Externals,No
218,atmos,Externals,atmos,Externals,Yes
217,schisamo,Externals,atmos,Externals,No
211,smgt,Externals,tombell,Externals,No
210,sapegin,Externals,atmos,Externals,No
208,ejfinneran,Externals,tombell,Externals,No
206,markstory,Externals,atmos,Externals,No
204,horaceko,Externals,atmos,Externals,No
199,DavidWittman,Externals,atmos,Externals,No
198,trumbitta,Externals,tombell,Externals,No
195,alexwhitman,Externals,tombell,Externals,No
192,tombell,Externals,tombell,Externals,Yes
191,ejfinneran,Externals,atmos,Externals,No
190,iangreenleaf,Externals,atmos,Externals,No
188,tombell,Externals,atmos,Externals,No
184,igorgue,Externals,atmos,Externals,No
183,occ,Externals,atmos,Externals,No
182,ivey,Externals,atmos,Externals,No
179,pescuma,Externals,atmos,Externals,No
178,russelldavis,Externals,tombell,Externals,No
177,berg,Externals,tombell,Externals,No
176,malditogeek,Externals,tombell,Externals,No
175,madzak,Externals,tombell,Externals,No
174,tombell,Externals,atmos,Externals,No
173,cldwalker,Externals,tombell,Externals,No
170,tacoe,Externals,tombell,Externals,No
168,pescuma,Externals,atmos,Externals,No
167,mrtazz,Externals,tombell,Externals,No
165,arttu,Externals,tombell,Externals,No
164,agrieser,Externals,tombell,Externals,No
162,andresilva,Externals,tombell,Externals,No
158,markstory,Externals,tombell,Externals,No
154,pescuma,Externals,tombell,Externals,No
152,pescuma,Externals,tombell,Externals,No
150,mexitek,Externals,tombell,Externals,No
148,Vrtak-CZ,Externals,tombell,Externals,No
146,Vrtak-CZ,Externals,tombell,Externals,No
145,Vrtak-CZ,Externals,tombell,Externals,No
144,tombell,Externals,atmos,Externals,No
143,lautis,Externals,tombell,Externals,No
142,erikzaadi,Externals,tombell,Externals,No
141,cadwallion,Internals,tombell,Externals,No
140,BrokenEnso,Externals,tombell,Externals,No
138,sishen,Externals,tombell,Externals,No
136,unixcharles,Externals,atmos,Externals,No
134,mbmccormick,Externals,atmos,Externals,No
129,Mange,Externals,atmos,Externals,No
128,seancribbs,Externals,atmos,Externals,No
127,arttu,Externals,atmos,Externals,No
126,tombell,Externals,tombell,Externals,Yes
124,russelldavis,Externals,tombell,Externals,No
117,jasford,Externals,atmos,Externals,No
113,unixcharles,Externals,atmos,Externals,No
111,OiNutter,Externals,atmos,Externals,No
110,mexitek,Externals,atmos,Externals,No
104,victorcoder,Externals,atmos,Externals,No
103,djl,Externals,atmos,Externals,No
99,markpasc,Externals,atmos,Externals,No
98,MathildeLemee,Externals,atmos,Externals,No
94,codec,Externals,atmos,Externals,No
83,Excedrin,Externals,atmos,Externals,No
80,andyfowler,Externals,atmos,Externals,No
79,markstory,Externals,atmos,Externals,No
75,tombell,Externals,technoweenie,Externals,No
74,OiNutter,Externals,atmos,Externals,No
70,vinteo,Externals,tmm1,Externals,No
64,jszwedko,Externals,atmos,Externals,No
60,eventualbuddha,Externals,atmos,Externals,No
57,markstory,Externals,atmos,Externals,No
56,assaf,Externals,atmos,Externals,No
55,codec,Externals,atmos,Externals,No
54,markpasc,Externals,paulcbetts,Externals,No
50,tombell,Externals,atmos,Externals,No
49,dmathieu,Externals,tmm1,Externals,No
46,codafoo,Externals,tmm1,Externals,No
45,dmathieu,Externals,tmm1,Externals,No
41,assaf,Externals,tmm1,Externals,No
40,jnewland,Internals,atmos,Externals,No
39,assaf,Externals,atmos,Externals,No
37,assaf,Externals,atmos,Externals,No
36,andyfowler,Externals,atmos,Externals,No
35,jnewland,Internals,atmos,Externals,No
34,assaf,Externals,atmos,Externals,No
32,aitor,Externals,atmos,Externals,No
30,technoweenie,Externals,technoweenie,Externals,Yes
29,tombell,Externals,atmos,Externals,No
26,dannytatom,Externals,technoweenie,Externals,No
25,titanous,Externals,atmos,Externals,No
21,skalnik,Internals,atmos,Externals,No
19,titanous,Externals,atmos,Externals,No
13,atmos,Externals,atmos,Externals,Yes
12,tmm1,Externals,atmos,Externals,No
6,benburkert,Externals,atmos,Externals,No
5,kneath,Externals,atmos,Externals,No
