pull_request,number_of_commits,number_of_comments,number_of_reviews,user_type,user_login,merged_at,number_of_additions,number_of_deletions,number_of_files_changed
3048,1,1,0,Volunteers,Limess,2016-06-13T19:10:13Z,17,6,2
3046,1,2,0,Volunteers,arfon,2016-06-13T19:11:04Z,1,1,1
3040,3,15,0,Volunteers,MathBunny,2016-06-07T12:13:12Z,1338,676,4
3038,4,9,0,Volunteers,Alhadis,2016-06-05T16:22:03Z,35,24,9
3037,1,1,0,Volunteers,Alhadis,2016-06-03T20:03:11Z,32,1,5
3035,3,0,0,Volunteers,arfon,2016-06-03T01:11:46Z,30,32,30
3034,4,0,0,Volunteers,arfon,2016-06-02T17:00:04Z,3078,8,40
3033,3,2,0,Volunteers,arfon,2016-06-02T16:35:08Z,7,7,7
3030,1,7,0,Volunteers,Alhadis,2016-06-01T16:40:31Z,214,1,5
3029,3,0,0,Volunteers,Alhadis,2016-06-01T16:41:22Z,16,0,4
3028,1,0,0,Volunteers,Alhadis,2016-06-01T18:06:54Z,1,1,1
3019,1,7,0,Volunteers,chillum,2016-05-29T01:40:04Z,10,0,2
3010,2,1,0,Volunteers,Alhadis,2016-05-22T14:03:21Z,43,0,2
3009,1,10,0,Volunteers,Alhadis,2016-05-23T14:49:16Z,7,0,1
3007,1,4,0,Volunteers,russelldavis,2016-06-07T12:06:18Z,11,1,1
3005,10,18,0,Volunteers,nwhetsell,2016-05-29T01:43:59Z,2229,1343,90
3001,1,1,0,Employees,snh,2016-06-02T16:59:06Z,1,2,3
2999,1,0,0,Volunteers,arfon,2016-05-10T02:55:49Z,26,1,5
2998,1,0,0,Volunteers,arfon,2016-05-09T15:57:33Z,1,1,1
2996,8,5,0,Volunteers,keplersj,2016-05-09T15:42:10Z,18,2,8
2995,1,0,0,Volunteers,arfon,2016-05-07T00:01:59Z,2,0,1
2994,2,0,0,Volunteers,arfon,2016-05-06T23:14:26Z,5,5,5
2993,4,0,0,Volunteers,arfon,2016-05-06T21:58:54Z,1996,235,110
2992,4,1,0,Volunteers,arfon,2016-05-06T21:36:07Z,1554,248,85
2991,1,4,0,Volunteers,pchaigno,2016-05-06T21:33:05Z,20,1,5
2990,4,1,0,Volunteers,arfon,2016-05-06T19:19:44Z,120,8,10
2986,4,1,0,Volunteers,Alhadis,2016-05-06T18:49:58Z,146,1,7
2984,2,2,0,Volunteers,jkrems,2016-05-06T21:20:42Z,20,0,3
2980,1,1,0,Volunteers,pchaigno,2016-05-04T03:15:20Z,12,0,2
2976,1,0,0,Volunteers,pchaigno,2016-05-03T01:33:38Z,0,1,1
2973,1,0,0,Volunteers,arfon,2016-04-29T20:26:54Z,1,1,1
2971,14,25,0,Volunteers,Alhadis,2016-05-04T21:07:01Z,566,53,93
2969,1,3,0,Volunteers,pchaigno,2016-04-26T14:39:53Z,78,0,2
2967,1,1,3,Volunteers,pchaigno,2016-05-05T15:33:40Z,405,1,3
2966,1,1,0,Volunteers,pchaigno,2016-04-29T18:43:55Z,1,0,1
2964,2,2,5,Volunteers,ghost,2016-04-29T18:45:43Z,9,0,2
2961,1,7,0,Volunteers,pchaigno,2016-04-27T17:09:36Z,19,1,5
2955,4,0,0,Employees,bkeepers,2016-04-16T14:46:24Z,10,254,12
2954,2,6,0,Volunteers,ghost,2016-04-27T17:11:07Z,159,0,6
2951,1,1,0,Volunteers,BruceKnowsHow,2016-04-15T15:06:12Z,33,0,3
2950,1,0,0,Volunteers,arfon,2016-04-15T02:55:24Z,1,1,1
2947,5,4,3,Employees,gjtorikian,2016-04-14T04:03:02Z,128,0,7
2941,3,2,0,Volunteers,keplersj,2016-04-15T18:16:50Z,17,0,3
2938,3,6,0,Volunteers,Alhadis,2016-04-09T02:51:41Z,34,23,3
2937,2,2,0,Volunteers,Alhadis,2016-04-08T20:15:21Z,6,6,5
2936,3,0,0,Volunteers,arfon,2016-04-03T13:55:27Z,56,3,11
2935,1,10,0,Volunteers,jirutka,2016-05-06T20:39:43Z,29,0,2
2934,1,6,0,Volunteers,jirutka,2016-05-06T20:55:33Z,81,0,2
2928,1,8,0,Volunteers,PJB3005,2016-04-03T13:46:21Z,8,1,4
2927,1,1,0,Volunteers,Alhadis,2016-03-31T16:19:30Z,2,0,2
2922,2,0,0,Volunteers,arfon,2016-03-29T23:02:30Z,8,8,8
2921,1,2,0,Volunteers,Alhadis,2016-03-29T13:58:38Z,1,1,1
2920,4,4,15,Volunteers,Alhadis,2016-03-29T19:36:13Z,196,3,10
2914,1,0,0,Volunteers,arfon,2016-03-28T02:35:30Z,20,1,5
2911,3,0,0,Volunteers,arfon,2016-03-25T17:56:13Z,28,17,11
2910,1,4,0,Volunteers,Dominator008,2016-04-15T18:14:57Z,168,0,2
2908,1,0,0,Volunteers,arfon,2016-03-23T21:00:46Z,32,1,5
2907,2,2,0,Volunteers,keplersj,2016-03-24T02:09:34Z,20,0,2
2906,1,2,0,Volunteers,jamesqo,2016-03-22T17:57:48Z,1,0,1
2905,1,0,0,Volunteers,arfon,2016-03-21T19:13:52Z,33,1,5
2903,1,0,0,Volunteers,arfon,2016-03-21T15:25:02Z,33,1,5
2902,2,6,0,Volunteers,jamesqo,2016-03-24T02:11:36Z,8,0,2
2900,1,0,0,Volunteers,arfon,2016-03-21T02:16:01Z,19,1,5
2899,1,2,0,Volunteers,jamesqo,2016-03-21T02:16:39Z,1,0,1
2898,1,0,0,Volunteers,arfon,2016-03-20T14:34:05Z,19,1,5
2897,1,0,0,Volunteers,arfon,2016-03-20T02:41:13Z,33,1,5
2896,1,0,0,Volunteers,arfon,2016-03-20T02:26:36Z,33,1,5
2895,2,0,0,Volunteers,arfon,2016-03-20T02:29:11Z,133,797,85
2894,4,2,0,Volunteers,pchaigno,2016-03-20T02:42:32Z,13,9,7
2893,2,0,0,Volunteers,arfon,2016-03-19T14:00:53Z,43,4,6
2892,1,0,0,Volunteers,arfon,2016-03-19T13:45:05Z,7,1,4
2891,1,1,0,Volunteers,pchaigno,2016-03-19T13:47:18Z,2,1,1
2887,2,0,0,Volunteers,arfon,2016-03-19T02:28:59Z,46,2,7
2886,1,0,0,Volunteers,arfon,2016-03-18T23:52:07Z,7,1,4
2884,42,5,0,Volunteers,arfon,2016-03-18T23:29:05Z,73097,10337,794
2883,1,1,0,Volunteers,williamd1k0,2016-03-17T23:32:32Z,1,1,1
2882,5,2,0,Volunteers,arfon,2016-03-17T20:05:24Z,62254,1597,313
2880,2,0,0,Volunteers,arfon,2016-03-17T04:46:29Z,33,33,33
2877,2,1,0,Volunteers,pchaigno,2016-03-12T13:01:59Z,42,1,3
2876,1,1,0,Employees,vmg,2016-03-11T09:33:09Z,1,1,1
2875,9,3,0,Volunteers,arfon,2016-03-17T16:40:19Z,32463,11738,777
2873,4,0,0,Volunteers,arfon,2016-03-10T01:55:29Z,2061,30,22
2870,1,1,0,Volunteers,kusma,2016-03-09T13:02:11Z,1,1,1
2869,1,1,0,Volunteers,pchaigno,2016-03-09T12:02:01Z,30,0,2
2868,10,1,0,Volunteers,arfon,2016-03-09T04:03:30Z,47020,942,279
2866,1,7,7,Volunteers,ghost,2016-03-10T02:53:08Z,38,0,3
2861,1,7,8,Volunteers,jglick,2016-03-04T17:12:01Z,54,0,4
2858,6,2,0,Volunteers,williamd1k0,2016-03-08T02:34:44Z,4741,96,108
2857,1,4,0,Volunteers,Dominator008,2016-03-04T18:46:00Z,78,1,3
2856,2,0,0,Volunteers,arfon,2016-02-29T15:24:58Z,856,1,22
2851,1,1,0,Volunteers,edechter,2016-02-27T00:21:11Z,282,0,2
2846,1,3,0,Volunteers,Dominator008,2016-02-20T03:14:15Z,125,0,2
2845,4,7,0,Volunteers,kusma,2016-02-24T00:56:51Z,505,0,7
2844,1,1,0,Volunteers,pchaigno,2016-02-19T15:44:01Z,0,0,1
2843,5,21,1,Employees,bkeepers,2016-10-28T04:24:06Z,111305,9833,491
2842,2,17,0,Volunteers,kusma,2016-03-08T02:36:25Z,589,0,9
2838,1,1,0,Volunteers,scop,2016-02-19T19:39:59Z,2,0,1
2837,2,3,0,Volunteers,scop,2016-02-19T16:05:37Z,2,0,2
2836,2,0,0,Volunteers,arfon,2016-02-12T23:58:11Z,34,34,34
2833,2,1,0,Volunteers,pchaigno,2016-02-03T15:45:08Z,8,8,8
2832,2,2,1,Volunteers,arfon,2016-02-03T05:43:12Z,10,2,5
2831,5,7,0,Volunteers,FarbodSalamat-Zadeh,2016-02-27T22:54:44Z,10,3,5
2827,2,1,0,Volunteers,pchaigno,2016-02-01T00:33:07Z,69,1,6
2822,1,2,0,Volunteers,AbigailBuccaneer,2016-02-05T03:28:12Z,1143,1,4
2812,1,3,0,Volunteers,chrisarcand,2016-01-22T01:12:26Z,41,3,9
2811,1,1,0,Volunteers,pchaigno,2016-01-18T12:59:48Z,26,0,4
2809,2,0,0,Volunteers,arfon,2016-01-15T15:34:50Z,13,13,13
2808,2,2,0,Volunteers,pchaigno,2016-01-17T21:14:55Z,17,3,2
2807,1,3,0,Volunteers,mrmonday,2016-01-15T14:11:36Z,1,0,1
2805,1,3,0,Volunteers,jamesqo,2016-02-05T03:28:47Z,1,0,1
2803,7,2,0,Volunteers,c-lipka,2016-02-28T14:33:05Z,17432,69,94
2800,9,0,0,Volunteers,arfon,2016-01-07T21:37:28Z,1282,49,50
2797,3,12,0,Volunteers,lpil,2016-01-23T16:36:43Z,1114,0,3
2796,3,2,0,Volunteers,arfon,2016-01-03T03:09:52Z,8100,97,102
2794,8,0,0,Volunteers,erkyrath,2016-01-07T21:37:31Z,130,12,12
2792,1,1,0,Volunteers,aqnouch,2016-01-03T02:23:52Z,1,1,1
2788,1,1,0,Volunteers,nwolverson,2016-01-03T02:33:21Z,2,2,2
2783,6,10,1,Volunteers,jrnold,2016-01-03T02:32:14Z,86,1,10
2782,2,5,0,Volunteers,pchaigno,2016-01-03T12:44:54Z,7,8,2
2778,2,0,2,Volunteers,pchaigno,2016-01-07T21:25:47Z,1026,0,4
2776,3,1,0,Volunteers,humzashah,2015-12-18T16:50:25Z,5,5,3
2773,1,24,0,Volunteers,nixel2007,2016-08-19T16:12:49Z,864,0,11
2772,1,1,1,Volunteers,ibnfirnas,2016-01-07T21:26:10Z,1,1,1
2771,2,4,1,Volunteers,ibnfirnas,2015-12-16T00:48:05Z,8,0,4
2768,3,3,1,Volunteers,williamd1k0,2015-12-14T14:41:45Z,1452,8,7
2766,1,1,0,Employees,piki,2015-12-10T08:08:40Z,1,0,1
2765,1,0,0,Volunteers,arfon,2015-12-09T04:17:35Z,1,1,1
2763,8,1,0,Volunteers,arfon,2015-12-08T12:45:57Z,285,63,12
2759,3,5,0,Volunteers,pchaigno,2015-12-08T21:08:55Z,699,3,17
2758,3,2,0,Volunteers,arfon,2015-12-03T22:03:12Z,21676,639,110
2757,1,1,0,Volunteers,scottclowe,2015-12-03T21:35:55Z,2,0,1
2755,1,0,0,Volunteers,arfon,2015-12-02T22:23:15Z,2,0,1
2749,7,12,0,Volunteers,Alhadis,2015-12-08T13:04:13Z,189,4,12
2741,2,0,0,Volunteers,arfon,2015-11-23T21:24:30Z,20,20,20
2736,2,1,0,Volunteers,ppwwyyxx,2015-11-23T03:16:45Z,2,2,2
2735,8,10,2,Volunteers,tschf,2017-04-26T18:03:02Z,135675,12086,410
2733,4,2,0,Volunteers,arfon,2015-11-20T02:34:36Z,5641,62,53
2731,1,3,0,Volunteers,soc,2015-11-20T02:06:22Z,1,1,1
2729,1,1,0,Volunteers,larsbrinkhoff,2015-11-20T02:07:10Z,1,1,1
2728,1,3,0,Volunteers,larsbrinkhoff,2015-11-20T02:05:45Z,3609,0,2
2722,2,0,0,Volunteers,arfon,2015-11-13T01:51:41Z,4,4,4
2718,1,4,0,Volunteers,meatballhat,2015-11-10T09:30:04Z,7,25,3
2717,1,3,0,Volunteers,meatballhat,2015-11-10T09:31:24Z,18,3,5
2716,1,6,0,Volunteers,aroben,2015-11-05T16:40:34Z,2,2,1
2714,1,1,0,Volunteers,aroben,2015-11-05T16:14:26Z,2,2,1
2712,2,4,0,Volunteers,matiasinsaurralde,2015-11-13T00:18:52Z,20,0,2
2706,1,7,1,Volunteers,redroot,2015-11-05T17:07:50Z,1054,0,2
2702,1,0,0,Volunteers,arfon,2015-10-23T09:29:13Z,0,1,1
2700,1,1,0,Volunteers,pchaigno,2015-10-22T19:39:14Z,1,0,1
2698,2,11,0,Volunteers,phase,2015-10-22T08:26:31Z,2,2,2
2696,1,0,0,Volunteers,arfon,2015-10-21T09:19:16Z,1,1,1
2694,10,3,2,Volunteers,arfon,2015-10-21T07:49:42Z,11337,1385,277
2690,5,4,0,Employees,bkeepers,2015-11-10T09:41:09Z,17208,595,62
2689,7,4,4,Volunteers,ratherblue,2015-10-19T11:00:39Z,495,49,55
2686,1,1,0,Volunteers,pchaigno,2015-10-19T10:49:36Z,107,0,2
2684,1,1,0,Volunteers,jeffkreeftmeijer,2015-10-19T11:02:19Z,37,0,3
2683,1,1,0,Volunteers,hipikat,2015-10-12T09:09:17Z,1,1,1
2681,1,1,0,Volunteers,miek,2015-10-21T07:55:05Z,14070,0,2
2680,1,0,0,Volunteers,keplersj,2015-10-11T20:31:55Z,1,1,1
2676,1,1,0,Volunteers,lucky,2015-10-19T11:05:12Z,285,1,3
2675,1,2,0,Volunteers,fbonzon,2015-10-11T20:32:17Z,32,0,2
2672,3,0,0,Volunteers,arfon,2015-10-05T10:15:35Z,39,37,38
2671,2,1,0,Volunteers,pchaigno,2015-10-05T08:15:16Z,7,7,6
2656,1,1,0,Volunteers,iblech,2015-09-27T19:34:30Z,3,2,2
2655,2,8,0,Volunteers,iblech,2015-11-16T23:57:53Z,139,2,10
2654,4,0,0,Employees,vmg,2015-09-28T09:12:49Z,19,21,4
2648,1,11,0,Volunteers,jaredpetersen,2015-10-05T08:23:56Z,91,0,2
2642,1,1,0,Employees,bkeepers,2015-09-23T08:19:18Z,1,1,1
2641,2,1,0,Employees,mislav,2015-09-21T19:56:33Z,2,2,2
2640,4,11,0,Volunteers,wizawu,2015-10-05T08:21:46Z,251,9,6
2636,1,0,0,Employees,vmg,2015-09-16T14:48:12Z,15,16,2
2630,3,1,2,Employees,vmg,2015-09-15T09:19:45Z,161,8,8
2625,1,0,0,Volunteers,arfon,2015-09-09T08:18:11Z,1,0,1
2624,1,1,0,Volunteers,pchaigno,2015-09-08T10:01:44Z,38,1,5
2622,1,1,0,Volunteers,miksen,2015-09-08T11:08:42Z,1,1,1
2619,1,0,0,Volunteers,arfon,2015-09-03T14:02:16Z,29,7,2
2616,1,3,0,Volunteers,scttnlsn,2015-09-02T17:35:07Z,1,0,1
2613,12,9,7,Volunteers,ghost,2016-01-22T01:10:36Z,76,61,12
2612,2,0,0,Volunteers,arfon,2015-09-01T20:04:40Z,20,20,20
2610,1,1,0,Volunteers,ghost,2015-09-01T14:20:49Z,1,0,1
2607,4,11,0,Volunteers,Alhadis,2015-09-02T09:13:31Z,87,2,6
2606,2,2,2,Volunteers,thejameskyle,2015-09-01T14:23:53Z,97,0,3
2604,2,4,0,Volunteers,larsbrinkhoff,2015-09-01T14:25:49Z,253,241,3
2600,2,15,0,Volunteers,manveru,2015-11-05T16:08:38Z,2464,5,37
2594,2,1,0,Employees,benbalter,2015-08-26T18:55:37Z,9,3,2
2592,1,1,0,Volunteers,jtbandes,2015-08-26T11:52:05Z,1,1,1
2591,1,1,0,Volunteers,jtbandes,2015-09-01T17:53:09Z,10,0,2
2589,3,11,0,Volunteers,mandel,2015-08-26T18:36:54Z,1671,2,24
2582,6,2,0,Volunteers,pchaigno,2015-08-26T13:02:57Z,54,2,6
2580,2,1,0,Volunteers,LeonaMorro,2015-08-26T13:09:49Z,75,0,2
2578,1,1,0,Volunteers,blakeembrey,2015-08-20T19:56:21Z,1,1,1
2574,1,1,1,Volunteers,arfon,2015-08-20T09:29:52Z,12,2,2
2573,1,1,0,Volunteers,a0viedo,2015-08-20T09:25:02Z,1,1,1
2572,1,1,0,Volunteers,pchaigno,2015-08-19T20:38:42Z,1,1,1
2571,5,4,0,Volunteers,pchaigno,2015-08-19T20:44:13Z,156,28,32
2570,2,1,0,Volunteers,pchaigno,2015-08-19T20:41:16Z,7,6,6
2568,6,15,3,Employees,benbalter,2015-08-20T19:42:50Z,150,98,18
2567,1,2,0,Volunteers,pcantrell,2015-09-08T09:53:32Z,17,1,2
2566,1,0,0,Volunteers,arfon,2015-08-19T09:36:52Z,1,1,1
2565,1,1,0,Volunteers,pchaigno,2015-08-19T05:49:16Z,7,1,4
2561,2,1,0,Volunteers,pchaigno,2015-08-18T10:25:38Z,3,3,2
2560,1,1,0,Volunteers,larsbrinkhoff,2015-08-18T20:15:46Z,106,0,3
2557,1,1,0,Volunteers,pchaigno,2015-08-19T18:21:33Z,6,0,1
2555,1,2,0,Volunteers,larsbrinkhoff,2015-08-13T09:18:51Z,14,0,2
2554,14,0,0,Volunteers,arfon,2015-08-12T17:54:04Z,76,23,26
2552,1,0,0,Volunteers,arfon,2015-08-11T06:50:53Z,1,1,1
2551,1,0,0,Volunteers,arfon,2015-08-11T05:53:25Z,2,0,2
2549,1,0,0,Volunteers,arfon,2015-08-10T21:17:07Z,7,0,2
2547,1,0,0,Volunteers,arfon,2015-08-10T14:10:20Z,9,9,9
2546,1,2,0,Volunteers,ammaraskar,2015-08-10T08:53:46Z,11,1,4
2545,2,1,0,Volunteers,pchaigno,2015-08-10T08:54:20Z,56,0,4
2542,2,4,0,Employees,josh,2015-08-07T21:26:55Z,10,0,2
2541,4,3,2,Volunteers,arfon,2015-08-11T08:44:19Z,126,30,27
2540,1,2,0,Volunteers,pchaigno,2015-08-06T08:33:55Z,32,0,2
2539,2,1,0,Volunteers,rji,2015-08-07T09:25:32Z,2,1,2
2538,1,5,0,Volunteers,BerkeleyTrue,2015-08-06T08:01:01Z,1,1,1
2537,3,1,0,Volunteers,imsys,2015-08-05T13:06:24Z,518,1,3
2536,1,0,0,Volunteers,arfon,2015-08-04T21:04:25Z,1,0,1
2535,1,2,0,Volunteers,pchaigno,2015-08-04T20:35:54Z,2,2,1
2534,1,0,0,Volunteers,arfon,2015-08-04T13:05:10Z,1,1,1
2533,1,0,0,Volunteers,arfon,2015-08-04T11:45:44Z,15,0,2
2532,1,0,0,Volunteers,arfon,2015-08-04T11:11:17Z,4,4,2
2527,1,12,0,Volunteers,radeksimko,2015-07-30T13:42:46Z,2,2,1
2526,1,0,0,Volunteers,arfon,2015-07-29T14:21:31Z,1,1,1
2525,1,0,0,Volunteers,arfon,2015-07-29T13:37:08Z,24,24,24
2524,2,1,0,Volunteers,arfon,2015-07-29T13:07:04Z,79881,56122,302
2515,3,5,0,Volunteers,arfon,2015-07-21T14:26:45Z,2479,36,59
2513,2,7,4,Volunteers,yyx990803,2015-08-04T11:47:12Z,67,1,7
2510,1,1,0,Volunteers,joelparkerhenderson,2015-07-20T15:30:57Z,16,0,2
2506,1,5,0,Volunteers,hdgarrood,2015-07-21T12:37:05Z,7,1,4
2502,1,1,0,Volunteers,vszakats,2015-07-15T22:40:51Z,3,3,1
2500,3,0,0,Volunteers,arfon,2015-07-14T23:22:23Z,17,16,17
2499,1,2,0,Volunteers,vszakats,2015-07-14T15:48:24Z,176,2,5
2494,1,6,0,Volunteers,keplersj,2015-07-12T12:42:53Z,7,1,4
2493,1,1,2,Volunteers,miek,2015-07-12T12:44:17Z,929,0,2
2488,1,1,0,Employees,bkeepers,2015-07-13T22:14:20Z,4,1,1
2487,1,5,0,Volunteers,thorade,2015-07-11T06:59:48Z,174,0,10
2180,11,16,0,Volunteers,pchaigno,2015-07-08T18:25:50Z,30617,55816,181
2484,1,0,0,Volunteers,pchaigno,2015-07-04T15:58:42Z,0,55647,2
2483,1,1,0,Volunteers,arfon,2015-07-10T21:57:07Z,1,1,1
2482,1,0,0,Volunteers,arfon,2015-07-04T06:02:29Z,12,12,12
2481,3,1,0,Volunteers,arfon,2015-07-04T05:19:02Z,93747,1065,303
2479,3,2,0,Volunteers,ianamason,2015-07-01T19:10:28Z,2311,19,10
2478,2,12,0,Volunteers,mattn,2015-07-04T04:32:30Z,1,20,2
2477,2,0,0,Employees,vmg,2015-06-30T12:58:18Z,12,12,12
2463,2,4,0,Volunteers,pchaigno,2015-06-30T02:18:47Z,22,1,2
2457,1,1,0,Volunteers,drewcrawford,2015-06-30T02:16:08Z,17,0,2
2456,3,2,0,Volunteers,arfon,2015-06-17T14:45:38Z,33,32,33
2449,3,9,0,Volunteers,larsbrinkhoff,2015-06-16T14:10:21Z,343,2,4
2447,2,7,0,Volunteers,Ryman,2015-08-07T09:28:21Z,2351,3,4
2445,1,4,0,Volunteers,rneatherway,2015-06-15T21:10:08Z,6,6,4
2443,4,11,0,Volunteers,wcandillon,2015-06-12T16:35:53Z,12,3,6
2441,9,5,1,Volunteers,pchaigno,2015-08-04T11:00:47Z,16299,55845,175
2440,1,39,5,Volunteers,rpavlick,2015-07-16T21:46:07Z,2190,2,31
2439,1,3,0,Volunteers,alexweber,2015-06-05T16:43:21Z,1,1,1
2438,11,17,0,Volunteers,edm00se,2015-07-25T16:52:01Z,4839,4792,39
2432,1,10,0,Volunteers,jakepetroules,2015-06-04T16:45:16Z,156,0,2
2431,1,1,0,Volunteers,pchaigno,2015-05-31T13:49:53Z,14,0,2
2429,2,1,0,Volunteers,larsbrinkhoff,2015-05-31T13:51:51Z,24,0,2
2426,3,3,0,Volunteers,tamird,2015-05-31T13:53:49Z,861,9,6
2425,1,1,0,Volunteers,larsbrinkhoff,2015-05-28T15:16:25Z,1,1,1
2422,2,3,0,Volunteers,CalebFenton,2015-05-28T15:17:48Z,13705,1,12
2419,1,7,0,Volunteers,evgenyneu,2015-05-28T18:33:47Z,7,1,2
2413,3,4,0,Volunteers,yegortimoshenko,2015-05-28T15:27:53Z,20,3,5
2410,1,4,0,Volunteers,SimenB,2015-05-20T17:34:15Z,14,0,2
2407,1,0,0,Volunteers,arfon,2015-05-19T20:44:38Z,7,1,4
2405,2,1,0,Volunteers,aroben,2015-05-19T15:46:21Z,6,4,2
2401,4,0,0,Volunteers,arfon,2015-05-18T21:15:40Z,45,50,45
2394,2,3,2,Volunteers,arfon,2015-05-13T14:03:43Z,177,2,3
2393,3,11,0,Volunteers,KrauseFx,2015-05-13T13:45:23Z,421,0,9
2392,4,5,3,Volunteers,vighnesh1987,2015-05-20T17:43:55Z,766,0,12
2390,5,5,0,Volunteers,larsbrinkhoff,2015-05-21T17:47:08Z,1973,2,9
2388,4,6,4,Volunteers,mephaust,2015-05-13T21:02:31Z,394,9,12
2387,1,3,0,Volunteers,aivus,2015-05-13T14:03:35Z,1,1,1
2386,1,1,2,Volunteers,larsbrinkhoff,2015-05-06T20:55:36Z,6,4,1
2383,5,20,0,Volunteers,larsbrinkhoff,2015-06-15T20:40:45Z,1571,1,7
2378,1,3,0,Volunteers,Mailaender,2015-05-27T13:41:22Z,13,0,2
2375,7,5,0,Volunteers,mbdoud,2015-05-04T13:17:33Z,24309,9708,24
2374,1,1,0,Volunteers,pchaigno,2015-05-02T11:38:28Z,3,0,1
2373,1,1,0,Volunteers,pchaigno,2015-05-13T14:50:32Z,0,41,8
2372,3,1,0,Volunteers,pchaigno,2015-05-05T13:17:38Z,14729,5,20
2368,1,9,0,Volunteers,vog,2015-05-05T13:18:37Z,9,0,3
2363,1,9,0,Volunteers,danielgtaylor,2015-05-04T14:47:11Z,127,0,7
2170,9,18,5,Volunteers,pchaigno,2015-07-04T19:57:40Z,39891,175,175
2346,2,1,2,Volunteers,larsbrinkhoff,2015-04-21T13:22:05Z,16,4,6
2341,1,5,0,Employees,bkeepers,2016-03-17T03:15:50Z,85,41,5
2340,2,1,3,Employees,bkeepers,2015-04-18T20:58:07Z,41,47,38
2339,1,1,0,Volunteers,vitaut,2015-04-16T22:42:08Z,1,1,1
2335,2,20,0,Volunteers,DavidJFelix,2015-04-20T21:57:15Z,2,2,2
2334,2,1,0,Volunteers,thomasvandoren,2015-04-17T02:20:16Z,121,30,3
2333,1,1,0,Volunteers,3flex,2015-04-17T01:57:07Z,378,0,1
2330,2,4,3,Volunteers,larsbrinkhoff,2015-04-21T13:19:53Z,445,0,4
2328,3,0,0,Volunteers,arfon,2015-04-11T01:16:05Z,42042,826,296
2326,9,0,0,Volunteers,arfon,2015-04-10T20:54:04Z,77206,2331,315
2325,14,2,0,Volunteers,arfon,2015-04-10T20:32:46Z,64632,2708,556
2324,2,2,0,Volunteers,pchaigno,2015-04-10T19:29:10Z,0,2,2
2323,3,5,0,Volunteers,lsf37,2015-04-10T18:57:03Z,1063,1,8
2322,2,3,0,Volunteers,larsbrinkhoff,2015-04-13T13:49:37Z,4,2,2
2314,1,1,0,Volunteers,larsbrinkhoff,2015-04-07T12:56:16Z,1,1,1
2312,1,1,0,Volunteers,larsbrinkhoff,2015-04-06T18:15:04Z,919,0,1
2311,1,1,0,Volunteers,pchaigno,2015-04-06T17:36:19Z,50,0,4
2309,1,1,0,Volunteers,pchaigno,2015-04-06T00:37:08Z,790,0,3
2308,1,1,0,Volunteers,pchaigno,2015-04-05T15:56:19Z,1,1,1
2306,5,16,0,Volunteers,powerman,2015-04-06T18:14:32Z,294,2,8
2304,1,1,0,Volunteers,arfon,2015-04-03T19:02:23Z,1,1,1
2301,1,12,0,Volunteers,danp,2015-04-02T23:09:38Z,438,0,4
2300,1,1,0,Volunteers,arfon,2015-04-02T01:41:27Z,159,0,1
2299,2,2,0,Volunteers,arfon,2015-04-02T18:14:29Z,15,8,2
2298,11,21,0,Employees,gjtorikian,2015-04-06T18:15:32Z,2253,99,26
2296,5,10,0,Volunteers,phase,2015-04-02T23:06:30Z,5,0,5
2295,1,0,0,Volunteers,arfon,2015-04-01T01:16:53Z,1,1,1
2294,1,0,0,Volunteers,arfon,2015-04-01T00:45:16Z,19,19,19
2293,1,0,0,Volunteers,arfon,2015-04-01T00:39:45Z,4,0,1
2291,1,1,0,Volunteers,ifarbod,2015-04-01T00:25:40Z,1,0,1
2290,1,0,0,Volunteers,untitaker,2015-04-01T00:29:23Z,3,0,1
2289,1,2,0,Volunteers,lepture,2015-03-31T16:43:39Z,2,1,2
2286,2,0,0,Volunteers,arfon,2015-03-30T21:57:43Z,7,1,3
2279,2,4,0,Volunteers,joewiz,2015-03-26T18:21:47Z,1305,0,2
2276,1,1,0,Volunteers,MakeNowJust,2015-03-27T16:24:31Z,2,1,1
2275,1,4,0,Employees,ptoomey3,2015-03-27T16:25:29Z,1,1,1
2274,1,1,1,Volunteers,csimons,2015-03-25T20:24:10Z,1,1,1
2272,1,4,0,Volunteers,lpil,2015-03-25T14:04:07Z,12,0,2
2270,1,1,0,Volunteers,larsbrinkhoff,2015-03-25T13:39:49Z,4,0,1
2269,1,3,0,Volunteers,stuartpb,2015-03-25T00:24:34Z,1,1,1
2266,1,4,0,Volunteers,Dorian,2015-04-10T19:15:42Z,1,0,1
2265,1,0,0,Volunteers,arfon,2015-03-25T00:08:59Z,1,1,1
2264,1,0,0,Volunteers,arfon,2015-03-24T17:28:29Z,10,10,10
2263,3,0,0,Volunteers,arfon,2015-03-24T17:09:15Z,515,6,18
2262,1,1,0,Volunteers,drautb,2015-03-24T16:38:21Z,2,1,1
2261,1,1,0,Volunteers,ntkme,2015-03-24T16:38:39Z,29,0,3
2259,1,7,0,Volunteers,adelcambre,2015-03-24T15:36:52Z,1,1,1
2257,2,5,0,Volunteers,Oldes,2015-03-23T16:30:48Z,2,2,3
2256,1,8,0,Volunteers,Oldes,2015-03-23T16:30:06Z,7,1,4
2254,4,6,0,Volunteers,shaunlebron,2015-03-21T21:54:20Z,18,2,4
2253,1,2,0,Volunteers,larsbrinkhoff,2015-03-23T20:30:03Z,3,1,2
