pull_request,number_of_commits,number_of_comments,number_of_reviews,user_type,user_login,merged_at,number_of_additions,number_of_deletions,number_of_files_changed
3771,1,0,0,Volunteers,MarcianoPreciado,2017-09-07T08:59:20Z,1,1,1
3767,1,0,0,Volunteers,AbigailBuccaneer,2017-09-07T09:01:11Z,31,0,2
3765,1,3,0,Employees,lildude,2017-08-10T13:54:10Z,20,20,20
3752,2,1,0,Employees,jdennes,2017-08-02T12:07:45Z,9,3,2
3751,4,4,0,Volunteers,Alhadis,2017-08-16T12:48:52Z,5058,23,30
3744,4,1,6,Volunteers,Alhadis,2017-08-02T12:00:17Z,23230,16203,34
3743,5,10,9,Volunteers,Alhadis,2017-08-08T08:47:27Z,12653,109,67
3741,2,1,0,Volunteers,iWader,2017-08-09T10:25:27Z,2190,17,8
3735,5,13,6,Employees,kivikakk,2017-07-31T03:39:21Z,2098,16,6
3734,4,0,4,Volunteers,Alhadis,2017-08-02T11:58:41Z,2187,17,9
3732,1,2,0,Volunteers,pchaigno,2017-08-06T09:00:36Z,20,42,7
3731,4,3,0,Volunteers,Alhadis,2017-08-08T08:30:38Z,25781,23130,12
3730,1,6,0,Volunteers,pchaigno,2017-10-06T12:27:14Z,40,217,7
3728,1,6,0,Volunteers,Alhadis,2017-07-22T13:21:22Z,1,1,1
3725,3,9,0,Employees,lildude,2017-07-22T13:16:17Z,77,78,78
3723,1,0,0,Volunteers,yohny,2017-10-08T16:32:02Z,3,0,1
3714,1,0,0,Volunteers,Alhadis,2017-07-07T14:59:05Z,3,2,1
3710,1,1,0,Volunteers,smola,2017-07-10T08:41:37Z,68,1012,1
3709,1,1,1,Volunteers,smola,2017-07-22T13:20:16Z,4,1,1
3708,1,1,8,Volunteers,smola,2017-07-20T09:33:29Z,15,0,6
3707,1,2,0,Volunteers,smola,2017-07-10T09:03:12Z,177,1,2
3706,1,2,1,Volunteers,smola,2017-07-22T13:19:23Z,131,3,6
3704,1,0,0,Volunteers,Alhadis,2017-07-03T10:45:21Z,13,0,2
3702,1,0,0,Volunteers,thewilkybarkid,2017-07-03T16:39:40Z,17,0,2
3698,3,0,5,Volunteers,davidaylaian,2017-06-30T08:32:16Z,31,4,3
3696,1,3,8,Volunteers,am11,2017-09-07T09:04:10Z,261,0,9
3691,2,2,2,Volunteers,jrha,2017-07-03T16:49:16Z,646,1,23
3682,1,0,0,Volunteers,wcpines,2017-06-24T11:19:43Z,3,0,1
3672,1,1,0,Volunteers,Alhadis,2017-06-20T09:39:39Z,13,13,26
3669,4,7,4,Employees,lildude,2017-06-20T08:29:17Z,15,5,4
3662,33,2,20,Volunteers,MahmoudFayed,2017-06-24T15:22:01Z,105770,18639,365
3660,6,4,0,Volunteers,rkoeninger,2017-06-21T07:29:14Z,190,7,14
3652,1,2,0,Volunteers,tbodt,2017-06-30T16:11:51Z,25,0,1
3650,4,8,0,Volunteers,Alhadis,2017-05-30T08:02:04Z,1852,1,23
3648,7,22,0,Volunteers,MaickelHubner,2017-10-14T17:12:17Z,4269,4020,9
3643,2,1,2,Employees,lildude,2017-05-26T07:16:13Z,31,11,2
3642,1,0,0,Employees,lildude,2017-05-25T15:12:34Z,33,33,33
3640,2,2,0,Volunteers,lucky,2017-07-22T13:20:55Z,147,2,6
3639,1,1,0,Employees,lildude,2017-05-25T07:59:02Z,3,3,3
3634,5,1,0,Volunteers,mthadley,2017-05-25T08:15:32Z,70,2,9
3633,1,4,0,Volunteers,rkirsling,2017-05-20T16:41:47Z,13,13,6
3630,1,2,0,Volunteers,Alhadis,2017-05-17T17:03:48Z,898,0,2
3629,2,0,0,Employees,lildude,2017-05-16T14:58:39Z,74,26,10
3627,2,29,0,Employees,vmg,2017-05-16T10:46:05Z,25,70,9
3626,7,0,0,Volunteers,rkoeninger,2017-05-16T07:12:45Z,3520,1,34
3625,4,3,0,Volunteers,rkoeninger,2017-05-15T14:06:10Z,1780,1,19
3616,3,0,0,Employees,lildude,2017-05-10T14:53:16Z,6,6,4
3614,6,17,0,Volunteers,multiprecision,2017-05-15T08:05:08Z,272,69,6
3611,1,0,6,Volunteers,SimenB,2017-05-10T14:55:17Z,5,4,2
3608,1,1,0,Volunteers,sergeyklay,2017-05-10T14:56:22Z,3,3,3
3604,1,0,0,Employees,lildude,2017-05-05T17:49:36Z,1,1,1
3603,2,0,0,Employees,lildude,2017-05-05T16:11:30Z,5,5,3
3597,7,0,0,Employees,lildude,2017-05-03T13:49:27Z,52,50,45
3593,5,6,0,Volunteers,goodmind,2017-05-29T05:46:57Z,4418,66,75
3592,1,0,0,Volunteers,pchaigno,2017-05-25T08:22:41Z,411,1,2
3588,3,3,3,Volunteers,jelder,2017-04-28T23:20:23Z,13,10,3
3587,1,11,0,Volunteers,Alhadis,2017-04-29T09:15:40Z,8,6,1
3586,1,0,0,Volunteers,Alhadis,2017-04-28T21:02:39Z,33,33,2
3582,1,2,0,Volunteers,ngarnier,2017-04-26T09:24:58Z,423,0,3
3580,2,0,1,Volunteers,MichaelGrafnetter,2017-04-24T16:55:22Z,49,1,4
3579,1,20,0,Volunteers,cpojer,2017-04-22T12:20:55Z,2,31,3
3578,2,2,0,Volunteers,binki,2017-04-24T16:54:38Z,3,2,2
3575,2,4,0,Volunteers,stof,2017-04-20T13:40:45Z,4,4,2
3574,4,5,0,Volunteers,thesave,2017-04-26T18:04:25Z,933,6,22
3572,1,0,0,Volunteers,hnryjms,2017-04-20T07:58:40Z,31,2,3
3564,1,0,0,Volunteers,pchaigno,2017-04-20T09:18:03Z,1,1,1
3556,3,4,0,Volunteers,smola,2017-04-26T22:31:37Z,33,9,6
3550,1,6,0,Volunteers,smola,2017-04-06T12:01:42Z,8,1,2
3548,1,0,0,Volunteers,dmoisset,2017-04-20T08:01:42Z,160,0,2
3541,1,8,0,Employees,kivikakk,2017-03-27T03:10:18Z,1,1,1
3535,1,0,0,Employees,kivikakk,2017-03-22T05:41:37Z,1,1,1
3534,1,0,0,Employees,kivikakk,2017-03-22T05:29:00Z,1,0,1
3533,1,1,0,Employees,rafer,2017-03-22T13:06:59Z,5,3,1
3530,1,5,0,Volunteers,javierhonduco,2017-03-23T05:11:46Z,1,1,1
3525,2,1,0,Volunteers,rdwampler,2017-03-22T05:14:54Z,21,0,2
3524,2,0,0,Employees,kivikakk,2017-03-20T03:13:05Z,10,10,10
3523,4,5,2,Employees,kivikakk,2017-03-20T02:07:55Z,7,4,4
3519,2,2,0,Volunteers,mlrawlings,2017-03-17T09:46:21Z,124,3,10
3518,1,2,0,Employees,lildude,2017-03-16T05:42:09Z,2,2,1
3517,1,6,0,Volunteers,fragmer,2017-04-22T08:25:51Z,108,0,3
3512,2,0,0,Volunteers,liavt,2017-03-14T00:20:36Z,8,6,2
3511,2,2,0,Volunteers,NN---,2017-03-14T00:01:59Z,26,0,2
3510,2,1,0,Volunteers,pchaigno,2017-03-14T00:19:07Z,33,45,34
3509,1,1,0,Volunteers,siegy22,2017-03-14T00:22:57Z,1,0,1
3504,2,0,0,Volunteers,pchaigno,2017-03-10T07:57:35Z,22,13,2
3502,1,0,0,Volunteers,pchaigno,2017-03-14T00:00:28Z,33,1,6
3500,2,6,0,Volunteers,sandyarmstrong,2017-04-20T14:29:18Z,193,0,2
3493,1,6,0,Volunteers,klpn,2017-03-13T23:59:36Z,2,0,1
3491,3,3,0,Volunteers,tgjones,2017-04-20T08:48:49Z,91,1,3
3490,4,9,0,Volunteers,tgjones,2017-04-20T08:04:09Z,1344,2,8
3489,3,0,0,Volunteers,brandonblack,2017-02-22T07:13:16Z,41,40,40
3488,1,0,0,Volunteers,nwhetsell,2017-02-22T08:24:51Z,751,0,10
3487,1,3,0,Volunteers,ararslan,2017-02-22T01:06:00Z,3,3,3
3485,1,0,0,Employees,gjtorikian,2017-02-20T18:29:31Z,1,1,1
3479,2,0,0,Volunteers,brandonblack,2017-02-16T05:29:05Z,2,2,2
3477,1,0,0,Volunteers,brandonblack,2017-02-15T20:48:46Z,35,36,35
3476,1,2,0,Volunteers,Phineas,2017-02-15T22:11:14Z,1,1,1
3475,1,0,0,Volunteers,pchaigno,2017-02-22T00:29:00Z,395,0,8
3473,8,2,2,Employees,lildude,2017-02-15T11:12:53Z,41,40,40
3471,2,3,0,Employees,lildude,2017-02-13T18:22:54Z,5,1,2
3470,1,0,0,Volunteers,pchaigno,2017-02-13T13:35:39Z,1,1,1
3469,2,2,0,Volunteers,tgjones,2017-02-22T00:05:25Z,2081,36,26
3466,1,24,0,Volunteers,jlec,2017-06-26T08:07:37Z,30,0,2
3464,1,4,12,Volunteers,alloy,2017-02-20T10:17:19Z,1868,27,7
3463,2,0,0,Volunteers,TingPing,2017-02-22T00:24:59Z,2350,34,27
3459,3,1,0,Volunteers,softprops,2017-02-22T00:48:45Z,2765,37,34
3457,1,1,4,Volunteers,Dorian,2017-04-20T08:41:32Z,4,1,2
3454,4,3,0,Employees,stoe,2017-02-03T10:50:30Z,186,45,7
3452,1,2,0,Volunteers,larsbrinkhoff,2017-02-02T19:58:53Z,1,1,1
3448,1,0,0,Volunteers,thezim,2017-02-02T19:13:01Z,1,0,1
3447,1,0,0,Volunteers,fix-fix,2017-02-02T19:09:56Z,1,1,1
3445,2,0,0,Volunteers,brandonblack,2017-01-31T23:08:53Z,2,2,2
3444,1,1,0,Volunteers,brandonblack,2017-01-31T22:45:23Z,1,0,1
3443,1,0,0,Volunteers,Alhadis,2017-02-02T19:09:08Z,8,0,2
3441,1,0,0,Volunteers,Alhadis,2017-02-02T19:08:21Z,145,4,11
3438,2,3,0,Volunteers,javierhonduco,2017-01-24T17:55:32Z,2,2,2
3436,2,0,0,Volunteers,brandonblack,2017-01-24T04:09:27Z,17,17,17
3434,1,0,0,Volunteers,pchaigno,2017-01-24T23:10:46Z,1,1,1
3432,8,5,1,Volunteers,sunderls,2017-01-23T18:58:54Z,40,19,11
3429,1,2,0,Employees,kivikakk,2017-01-17T06:02:11Z,2,2,2
3427,3,0,0,Volunteers,brandonblack,2017-01-12T00:08:32Z,10,9,10
3426,3,11,0,Volunteers,Alhadis,2017-01-11T05:16:25Z,47,25,9
3424,1,2,0,Employees,kivikakk,2017-01-10T00:44:24Z,12,1,2
3423,1,1,0,Volunteers,arfon,2017-01-09T19:54:55Z,2,3,1
3421,1,0,0,Volunteers,brandonblack,2017-01-09T07:30:57Z,1,1,1
3420,1,0,0,Employees,kivikakk,2017-01-09T05:53:14Z,2,2,2
3416,2,1,3,Volunteers,zonuexe,2017-01-04T19:26:20Z,15,5,3
3413,1,2,0,Volunteers,danilaml,2017-01-03T19:47:19Z,3344,0,5
3411,1,3,0,Volunteers,pchaigno,2017-01-03T19:38:44Z,1,7,4
3409,1,2,0,Volunteers,pchaigno,2017-01-03T21:54:47Z,1,1,1
3402,6,6,2,Volunteers,samcv,2017-01-03T21:29:00Z,1350,10,12
3396,2,8,0,Volunteers,astavale,2017-01-03T22:15:17Z,23,1,4
3393,3,2,0,Volunteers,nwhetsell,2017-01-03T22:08:29Z,11804,64,77
3392,9,19,5,Volunteers,alexlouden,2017-02-20T10:09:59Z,673,189,56
3388,4,0,3,Volunteers,brandonblack,2016-12-23T00:55:22Z,50,46,43
3382,1,0,0,Volunteers,choofie,2017-01-03T22:10:49Z,6,0,1
3377,5,8,0,Volunteers,samcv,2016-12-23T23:58:21Z,4496,346,98
3373,1,2,0,Volunteers,yutannihilation,2017-01-03T21:31:04Z,91,1,3
3370,3,0,0,Volunteers,brandonblack,2016-12-07T19:39:49Z,14,7,5
3368,4,1,0,Volunteers,Alhadis,2016-12-07T17:20:23Z,15257,16,24
3367,2,1,2,Volunteers,zonuexe,2016-12-07T17:20:40Z,76,0,5
3361,1,1,0,Volunteers,pchaigno,2016-12-07T05:59:28Z,5,0,2
3360,1,0,0,Volunteers,pchaigno,2016-12-07T05:50:33Z,15,0,2
3359,5,0,0,Volunteers,pchaigno,2016-12-12T20:24:19Z,0,132,10
3358,1,2,0,Volunteers,ykzts,2016-12-07T05:43:34Z,8,0,2
3355,1,0,0,Volunteers,meganemura,2016-12-07T06:14:58Z,33,22,7
3354,4,2,0,Volunteers,meganemura,2017-01-03T21:57:46Z,7,15,4
3353,2,0,0,Volunteers,Alhadis,2016-12-07T05:32:11Z,78,26,12
3352,10,8,0,Volunteers,ahmadsalim,2016-12-07T17:29:11Z,1400,109,47
3350,9,3,0,Volunteers,meganemura,2016-11-29T18:13:33Z,26,19,14
3349,1,0,0,Volunteers,pchaigno,2016-11-29T15:42:50Z,2,1,2
3341,1,3,10,Volunteers,SimenB,2016-11-29T18:14:25Z,52,1,2
3337,1,2,0,Volunteers,pchaigno,2016-11-22T01:13:30Z,1,1,1
3336,1,21,0,Volunteers,freebroccolo,2016-12-23T01:03:18Z,3867,1,14
3333,7,6,1,Volunteers,saantiaguilera,2016-11-29T16:01:35Z,155,79,9
3329,1,7,0,Volunteers,askreet,2016-11-29T15:49:41Z,96,4,3
3325,2,8,5,Volunteers,danilaml,2016-11-14T01:57:56Z,23,2,4
3315,2,0,0,Volunteers,arfon,2016-11-02T19:20:00Z,12,12,12
3314,2,1,0,Volunteers,Alhadis,2016-11-02T17:13:44Z,9199,2589,13
3312,1,4,0,Volunteers,sanssecours,2016-11-02T17:07:34Z,184,0,9
3311,1,14,15,Volunteers,sanssecours,2016-11-02T12:33:47Z,409,0,6
3310,1,6,0,Volunteers,arfon,2016-10-30T12:41:59Z,1,0,1
3308,3,4,2,Volunteers,arfon,2016-10-29T13:41:09Z,9,3,3
3307,10,8,0,Volunteers,arfon,2016-10-29T12:40:10Z,9639,2813,181
3297,3,7,0,Volunteers,arfon,2016-11-04T00:32:28Z,10346,2592,42
3296,2,0,0,Volunteers,arfon,2016-10-26T17:43:22Z,38,38,39
3295,8,0,0,Volunteers,arfon,2016-10-26T00:10:56Z,34703,2908,355
3294,1,1,0,Volunteers,larsbrinkhoff,2016-10-25T22:45:39Z,1,0,1
3289,1,0,0,Volunteers,pchaigno,2016-10-22T22:39:22Z,5,6,4
3284,3,7,2,Volunteers,pchaigno,2016-11-29T15:50:44Z,19,15,3
3280,3,1,0,Volunteers,larsbrinkhoff,2016-10-13T04:54:21Z,2,17,3
3279,1,0,0,Volunteers,Alhadis,2016-10-22T22:38:38Z,4,0,1
3278,10,15,8,Volunteers,arfon,2016-12-13T21:39:27Z,199,199,34
3277,3,11,0,Volunteers,Alhadis,2016-10-17T17:03:43Z,326,2,10
3272,1,1,0,Volunteers,pchaigno,2016-10-10T13:47:01Z,2,2,1
3268,6,11,0,Volunteers,Alhadis,2016-10-10T23:36:53Z,2296,32,25
3266,1,1,0,Volunteers,Alhadis,2016-10-09T14:58:18Z,135,0,2
3264,1,13,0,Volunteers,Alhadis,2016-10-26T00:15:05Z,3,0,1
3259,3,8,0,Volunteers,Alhadis,2016-10-06T16:52:29Z,9,3,4
3258,12,31,0,Volunteers,scottmangiapane,2016-10-10T15:55:23Z,985,16,34
3255,2,17,0,Volunteers,larsbrinkhoff,2016-10-03T17:22:34Z,8,1,2
3254,1,2,0,Volunteers,alexruperez,2016-10-01T02:29:23Z,3,0,1
3253,2,1,3,Volunteers,pchaigno,2016-10-02T09:16:25Z,27,15,14
3251,3,3,0,Volunteers,pchaigno,2016-09-27T08:44:26Z,59,54,4
3249,1,1,0,Volunteers,pchaigno,2016-09-26T04:25:19Z,1,1,1
3246,3,14,0,Volunteers,pchaigno,2016-10-01T06:46:31Z,434,4,5
3245,1,12,0,Volunteers,jecisc,2016-10-30T16:31:37Z,39,0,5
3243,9,0,1,Volunteers,tberman,2016-09-23T23:38:13Z,916,650,29
3242,2,5,0,Volunteers,JoshCheek,2016-10-22T17:24:44Z,62,0,2
3240,2,0,0,Volunteers,arfon,2016-09-23T04:36:30Z,21,21,21
3238,1,0,0,Volunteers,arfon,2016-09-22T04:35:19Z,1,1,1
3237,4,0,0,Volunteers,arfon,2016-09-22T04:02:31Z,357,26,23
3236,1,0,0,Volunteers,arfon,2016-09-22T02:54:27Z,3,1,1
3235,3,4,0,Volunteers,tberman,2016-09-22T03:17:48Z,214,4,5
3223,2,1,2,Volunteers,Alhadis,2016-09-22T03:16:12Z,34,32,7
3221,1,12,0,Volunteers,jredville,2016-12-07T05:55:25Z,2,0,1
3219,2,11,0,Volunteers,Alhadis,2016-09-22T15:10:13Z,154,0,8
3218,1,1,0,Volunteers,larsbrinkhoff,2016-09-15T17:24:53Z,7,1,2
3215,1,0,0,Volunteers,arfon,2016-09-14T23:33:33Z,1,1,1
3214,1,1,0,Volunteers,pchaigno,2016-09-14T22:21:54Z,4,4,1
3213,1,3,0,Volunteers,larsbrinkhoff,2016-09-22T05:36:49Z,6,1,2
3212,2,3,0,Volunteers,arfon,2016-09-13T20:02:13Z,4,4,4
3208,3,1,0,Volunteers,pchaigno,2016-09-13T17:43:39Z,6,6,6
3207,1,1,0,Volunteers,pchaigno,2016-09-13T17:42:53Z,8,0,1
3206,1,1,0,Volunteers,pchaigno,2016-09-13T17:44:47Z,1,1,1
3205,7,13,4,Volunteers,arfon,2016-09-13T18:27:25Z,1667,1506,11
3203,2,0,0,Volunteers,arfon,2016-09-12T05:35:56Z,19,19,19
3201,1,1,0,Volunteers,pchaigno,2016-09-12T02:53:10Z,4,4,2
3198,1,1,0,Volunteers,larsbrinkhoff,2016-09-12T04:16:04Z,72,2,3
3197,4,18,0,Volunteers,Alhadis,2016-09-22T03:13:28Z,1136,1001,68
3195,1,1,0,Volunteers,larsbrinkhoff,2016-09-07T16:57:45Z,1,1,1
3193,8,7,8,Volunteers,Alhadis,2016-10-25T11:36:01Z,7191,2712,152
3189,3,5,0,Volunteers,Alhadis,2016-09-12T02:52:51Z,87,984,32
3183,1,3,0,Volunteers,akhtars,2016-09-06T21:22:49Z,443,0,4
3182,1,5,0,Volunteers,adius,2016-10-22T22:39:51Z,3,0,1
3176,1,1,0,Volunteers,Alhadis,2016-09-04T15:46:31Z,5,5,2
3175,4,1,0,Volunteers,Alhadis,2016-10-12T00:16:08Z,4988,2621,129
3174,2,5,0,Volunteers,Alhadis,2016-09-04T17:48:42Z,223,1,7
3173,4,13,0,Volunteers,Alhadis,2016-09-12T04:17:58Z,1584,14,25
3171,1,1,0,Volunteers,pchaigno,2016-08-27T19:01:58Z,1,1,1
3165,16,21,0,Volunteers,arfon,2016-08-26T20:17:32Z,2919,2814,287
3162,1,3,0,Volunteers,pchaigno,2016-08-24T15:54:09Z,33,1,5
3152,1,9,0,Volunteers,ajlangley,2016-08-13T08:25:59Z,74,0,6
3147,3,7,0,Volunteers,Alhadis,2016-08-19T16:49:15Z,114,23,15
3145,2,39,5,Volunteers,MartinNowak,2017-03-30T17:25:54Z,663,3,10
3142,17,17,12,Volunteers,Crissov,2016-12-06T02:50:05Z,67268,36317,822
3141,1,1,0,Volunteers,Alhadis,2016-08-03T18:35:50Z,3,2,1
3126,5,18,4,Volunteers,Alhadis,2016-07-29T18:01:54Z,12506,8,15
3124,1,6,0,Volunteers,larsbrinkhoff,2016-07-29T17:58:29Z,480,0,5
3123,1,0,0,Volunteers,sahildua2305,2016-07-29T12:27:18Z,184,73,2
3116,2,20,0,Volunteers,arfon,2016-07-14T16:16:16Z,339,1,9
3115,10,2,2,Volunteers,arfon,2016-07-13T16:39:39Z,7899,15,22
3113,2,3,0,Volunteers,larsbrinkhoff,2016-07-13T15:40:47Z,0,5,2
3108,1,4,0,Volunteers,larsbrinkhoff,2016-07-11T16:30:07Z,1,1,1
3105,5,32,3,Volunteers,jbrooksuk,2016-07-13T15:22:29Z,120,3,12
3102,3,1,0,Volunteers,sahildua2305,2016-07-10T03:57:48Z,1193,744,9
3098,1,0,0,Volunteers,pchaigno,2016-07-02T03:03:13Z,32,1,2
3095,1,12,5,Volunteers,larsbrinkhoff,2016-07-13T16:30:15Z,6680,0,3
3092,1,6,0,Volunteers,pchaigno,2016-11-01T11:18:18Z,9,0,1
3091,2,15,0,Volunteers,cozos,2016-07-12T16:07:57Z,2,2,2
3090,3,5,0,Volunteers,pchaigno,2016-07-14T14:24:57Z,339,1,9
3088,1,5,0,Volunteers,sahildua2305,2016-07-02T01:30:29Z,447,2315,12
3087,1,1,0,Volunteers,pchaigno,2016-06-28T16:57:47Z,296,0,4
3086,1,1,0,Volunteers,pchaigno,2016-06-28T16:53:35Z,675,0,4
3085,6,3,6,Volunteers,sahildua2305,2016-07-03T03:05:59Z,3976,1834,15
3082,1,0,0,Volunteers,pchaigno,2016-06-27T14:39:46Z,189,0,2
3080,1,0,0,Volunteers,pchaigno,2016-06-27T02:49:06Z,3,0,1
3079,2,5,3,Volunteers,pchaigno,2016-09-04T23:54:35Z,26,11,5
3078,3,8,0,Volunteers,sahildua2305,2016-06-27T16:21:16Z,654,1788,10
3077,6,33,0,Volunteers,sahildua2305,2016-07-24T10:59:24Z,1477,8,11
3076,2,1,0,Volunteers,liavt,2016-06-25T04:41:02Z,55,0,2
3071,3,0,0,Volunteers,arfon,2016-06-21T16:30:45Z,34,34,27
3069,3,3,0,Volunteers,Alhadis,2016-06-22T05:02:05Z,2,1,3
3068,5,6,0,Volunteers,sahildua2305,2016-06-22T05:05:28Z,22,7,6
3066,1,1,0,Volunteers,pchaigno,2016-06-21T12:45:05Z,1,1,1
3061,1,0,0,Volunteers,sahildua2305,2016-06-21T12:45:37Z,7,0,2
3054,6,14,0,Volunteers,Alhadis,2016-06-20T05:35:31Z,339,2,12
3053,1,2,0,Volunteers,Alhadis,2016-06-15T01:54:25Z,1,1,1
3052,2,8,0,Volunteers,Alhadis,2016-06-14T19:16:27Z,25,1,5
3051,3,4,0,Volunteers,arfon,2016-06-18T14:28:53Z,21,9,3
3049,1,5,0,Volunteers,Alhadis,2016-06-13T19:11:56Z,8,0,1
